Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
4212	-260.759	-327.4602	66.70127	0.332261	0.455364	0.544637	0.667738	6.802922	0.00608479	0.0214763	0.00276054	0.0025345	0.00287763	0.00893217	0.00405664	0.022898	0.00734769	0.00996832	0.00168866	0.0215914	0.0158197	0.0149804	0.0138018	0.0109647	0.00638075	0.01808	0.0129607	0.0165179	0.00645074	0.00373561	0.00156201	0.0257775	0.0102634	0.030298	0.0655744	0.0223712	0.00493545	0.0160455	0.00425515	0.00676064	0.0153743	0.0132317	0.0296435	0.0238519	0.00849853	0.00358803	0.0409147	0.00735051	0.020669	0.0204427	0.00842076	0.013002	0.00463055	0.00226392	0.00690129	0.00150371	0.00211563	0.505952	0.0965569	0.111131	0.28636	0.0784295	0.288958	0.678876	1.47302	3.46071	12.7503	1.840612	0.00947558	0.0334441	0.00429887	0.00394686	0.00448122	0.0139097	0.00631723	0.0356581	0.0114422	0.0155232	0.00262968	0.0336234	0.0246354	0.0233283	0.0214929	0.0170749	0.00993647	0.0281551	0.0201831	0.0257226	0.0100455	0.0058173	0.00243245	0.0401422	0.0159827	0.0471817	0.102116	0.0348377	0.00768577	0.0249869	0.00662636	0.0105281	0.0239418	0.0206051	0.0461626	0.0371436	0.0132344	0.00558749	0.0637146	0.0114466	0.032187	0.0318346	0.0131133	0.0202474	0.00721096	0.00352551	0.0107471	0.00234166	0.00329458	0.6421547
4248	-250.6803	-320.7218	70.04144	0.0913347	0.352769	0.647231	0.908665	0.7519743	0.0104789	0.00255818	0.0101215	0.00195069	0.0242974	0.00385833	0.00163859	0.00681745	0.00665137	0.00457187	0.0021909	0.000855714	0.0170459	0.00252496	0.0201167	0.00809574	0.00149297	0.00711617	0.00376689	0.00428447	0.00245588	0.00090725	0.00496543	0.0087865	0.0120215	0.00827384	0.00408771	0.00854591	0.0165147	0.0113398	0.00101185	0.00795636	0.0506131	0.00747259	0.0194385	0.0856483	0.0253909	0.00400446	0.0159808	0.0108956	0.0112543	0.00119928	0.0064733	0.00724409	0.0257373	0.00381778	0.00747344	0.010734	0.0256508	0.219627	0.569976	0.131295	0.0791016	0.0599201	0.253407	0.651632	1.53461	3.94622	16.6889	2.035253	0.0191806	0.00468249	0.0185264	0.00357054	0.0444738	0.00706226	0.00299926	0.0124786	0.0121746	0.00836833	0.00401022	0.00156629	0.0312008	0.00462168	0.0368215	0.0148184	0.00273273	0.0130254	0.0068949	0.00784227	0.00449522	0.00166063	0.0090887	0.0160828	0.0220041	0.0151444	0.00748212	0.0156424	0.0302284	0.0207563	0.00185208	0.0145633	0.092642	0.0136778	0.0355801	0.15677	0.0464754	0.00732975	0.0292513	0.0199433	0.0205999	0.00219515	0.0118487	0.0132596	0.0471094	0.00698805	0.0136794	0.0196474	0.0469511	0.5463301
4284	-243.6045	-313.3991	69.79457	0.0784569	0.342474	0.657526	0.921543	0.6691161	0.00572818	0.00323538	0.00185502	0.000480212	0.0129915	0.00299177	0.00162077	0.0117974	0.0102659	7.4783e-05	0.00453763	0.00117567	0.00580528	0.000141038	0.0166175	0.00121026	0.00834128	0.0107085	4.01108e-05	0.00136116	0.002022	0.00238714	0.00945557	0.0110392	0.00348236	0.000446593	0.0013287	5.06479e-05	0.00247034	0.00081624	0.00140405	0.00393054	0.00779438	0.00254575	0.00739734	0.0469477	0.0176624	0.00321839	0.00238977	0.00661151	0.00263733	0.0015612	0.00218995	0.00406325	0.0296303	0.00149571	0.00786951	0.00452743	0.0143116	0.231831	0.177541	0.30156	0.289068	0.0435156	0.216802	0.620675	1.61115	4.6125	22.9803	2.266557	0.0189257	0.0106896	0.00612892	0.00158661	0.0429236	0.0098847	0.00535499	0.0389783	0.0339182	0.000247081	0.0149922	0.00388438	0.0191805	0.000465986	0.0549038	0.00399867	0.0275593	0.0353806	0.000132525	0.00449722	0.00668063	0.00788703	0.0312409	0.036473	0.0115056	0.00147553	0.00439	0.000167339	0.00816191	0.00269683	0.00463894	0.0129864	0.0257524	0.00841108	0.0244406	0.155114	0.0583561	0.0106334	0.00789573	0.0218442	0.00871366	0.00515815	0.00723554	0.0134248	0.0978976	0.00494178	0.0260006	0.0149585	0.0472851	0.3026663
4320	-257.5754	-327.4879	69.91252	0.128788	0.377186	0.622814	0.871212	1.03148	0.00947417	0.0373987	0.00951807	0.0178894	0.00833083	0.0115741	0.0114394	0.0246049	0.00388735	0.00295014	0.000683555	0.00797852	0.00687784	0.0023116	0.0242663	0.00351383	0.00375748	0.0502629	6.30356e-05	0.0121526	0.00255578	0.000922878	0.000209353	0.0257803	0.010503	0.00169476	0.00588616	3.26818e-05	0.00560486	0.00127868	0.000359013	0.0104717	0.0122074	0.0058442	0.00969527	0.00297861	0.0143718	0.00498055	0.00200325	0.0121306	0.000787487	0.00794591	0.00835583	0.00346018	0.0844526	0.00563591	0.00214548	0.0109639	0.0127754	0.06781	0.0882668	0.180694	0.66323	0.0741874	0.281227	0.673156	1.48554	3.55585	13.4794	1.880819	0.0183976	0.0726234	0.0184828	0.0347388	0.0161774	0.0224753	0.0222138	0.0477794	0.00754872	0.00572878	0.00132737	0.0154932	0.0133558	0.00448882	0.0471219	0.0068234	0.00729652	0.097604	0.000122407	0.0235987	0.00496299	0.00179211	0.000406535	0.0500619	0.0203955	0.00329099	0.0114301	6.34637e-05	0.0108839	0.00248303	0.000697156	0.0203347	0.0237051	0.0113487	0.0188269	0.00578406	0.0279081	0.00967157	0.00389005	0.0235561	0.0015292	0.0154299	0.0162259	0.00671921	0.163996	0.0109442	0.00416623	0.0212905	0.0248081	0.5149683
4356	-253.0226	-320.608	67.58544	0.315368	0.450411	0.549588	0.684633	5.54688	0.00650843	0.070874	0.00107514	0.00713734	0.0326666	0.00849818	0.000357438	0.0211781	0.0496738	0.0105831	0.00080561	0.00645437	0.0090695	0.00500982	0.0266638	0.0059376	0.00799545	0.0343363	0.0111552	0.0140233	0.00579264	0.00393533	0.0112788	0.0227762	0.0107525	0.0175257	0.00738239	0.000477454	0.00427891	0.000496354	0.0084693	0.0121439	0.0111206	0.0120787	0.00756106	0.00564144	0.0315495	0.00191103	0.0259723	0.025752	0.0112981	0.0033039	0.0162667	0.00874373	0.0540099	0.0269159	0.00112984	0.00689697	0.0385389	0.103716	0.0240869	0.607863	0.264334	0.147215	0.392833	0.747137	1.33844	2.54561	6.79279	1.385301	0.00898951	0.0978918	0.001485	0.00985816	0.0451194	0.0117378	0.000493697	0.0292514	0.0686099	0.0146175	0.00111272	0.00891484	0.0125269	0.00691961	0.0368282	0.00820106	0.0110434	0.0474256	0.0154076	0.0193691	0.00800085	0.00543552	0.0155784	0.0314587	0.0148515	0.0242067	0.0101966	0.000659464	0.00591007	0.000685569	0.0116979	0.0167733	0.0153599	0.0166832	0.0104434	0.00779201	0.0435765	0.00263953	0.0358732	0.0355689	0.015605	0.00456338	0.0224678	0.0120769	0.0745989	0.0371765	0.00156055	0.00952616	0.0532302	0.7240033
4392	-259.4226	-327.4772	68.05462	0.263846	0.434273	0.565726	0.736154	3.233961	0.00407862	0.0657437	0.00110918	0.0087749	0.10228	0.0171257	0.00283579	0.0675009	0.0533012	0.0327967	4.62586e-05	0.00858645	0.0288184	0.0102591	0.0496959	0.0320608	0.025163	0.0963837	0.0143306	0.0109314	0.00752653	0.00749759	0.127853	0.0220212	0.011353	0.0612911	0.0329501	0.000219448	0.00609234	0.00605554	0.018232	0.0317195	0.0141267	0.0174785	0.00494355	0.0240035	0.12904	0.000871567	0.0293194	0.0119769	0.00856381	0.0242042	0.0427698	0.00722824	0.176095	0.00789673	0.0243622	0.0277313	0.0524169	0.0792814	0.18117	0.371699	0.367849	0.216881	0.474541	0.792507	1.26182	2.1073	4.61082	1.105143	0.00260172	0.0419375	0.000707538	0.00559745	0.0652436	0.0109244	0.00180893	0.0430583	0.0340005	0.0209208	2.9508e-05	0.00547724	0.018383	0.00654423	0.0317007	0.0204513	0.0160513	0.0614825	0.00914138	0.00697304	0.00480112	0.00478266	0.0815563	0.0140472	0.00724203	0.0390972	0.0210187	0.000139984	0.00388626	0.00386278	0.0116301	0.0202336	0.00901134	0.0111494	0.00315346	0.0153117	0.0823135	0.000555967	0.0187026	0.00763997	0.00546279	0.0154397	0.0272826	0.00461084	0.11233	0.00503727	0.0155405	0.0176896	0.0334364	1.56766
4428	-259.4681	-328.2844	68.81629	0.245066	0.42789	0.572109	0.754935	2.715648	0.003233	0.0369937	0.000582346	0.00795681	0.0463722	0.0119734	0.0130927	0.0170623	0.0204096	0.00891898	0.00798948	0.0130378	0.00805054	0.0126783	0.054054	0.00679133	0.0131323	0.00495123	0.00804435	0.00313049	0.00137633	0.00498572	0.0247791	0.00979312	0.00137344	0.00965036	0.0128539	0.00426181	0.011135	0.000287955	0.0214297	0.0148418	0.0129436	0.00897622	0.107183	0.0341938	0.0133608	0.0275438	0.00103899	0.000216027	0.000476185	0.00975638	0.00724873	0.0380059	0.0124337	0.0162327	0.00895889	0.011299	0.00210445	0.0810208	0.00886086	0.606234	0.303884	0.114277	0.347187	0.718893	1.39103	2.88029	8.75069	1.568432	0.00444585	0.0508718	0.000800812	0.0109418	0.0637685	0.0164652	0.0180043	0.0234631	0.0280662	0.0122649	0.0109867	0.0179289	0.0110707	0.0174345	0.0743322	0.00933908	0.0180589	0.00680867	0.0110622	0.00430488	0.00189266	0.0068561	0.0340749	0.013467	0.00188868	0.0132707	0.017676	0.00586061	0.0153123	0.000395981	0.029469	0.0204097	0.0177993	0.0123436	0.147392	0.0470216	0.018373	0.0378768	0.00142876	0.000297069	0.000654824	0.0134165	0.00996807	0.0522638	0.0170982	0.0223223	0.0123198	0.0155378	0.00289393	0.7271949
4464	-260.7946	-324.0058	63.21115	0.406816	0.475909	0.524092	0.593183	22.89212	0.0555947	0.0155832	0.000798412	0.00346174	0.017171	0.00229875	0.0036886	0.0508852	0.00289603	0.00888481	0.00349163	0.00319243	0.00366092	0.00738491	0.0153053	0.0187988	0.0135316	0.0105785	0.00214133	0.00661192	0.00828956	2.88543e-05	0.00535554	0.0102057	0.0119895	0.0255765	0.0184037	0.00462242	0.00831226	0.00369616	0.0278517	0.00888241	0.000497447	0.019882	0.00531556	0.0210808	0.0415759	0.0344868	0.00971896	8.35189e-05	0.0116418	0.021419	0.00707105	0.00777936	0.023287	0.00281323	0.0109586	0.0106564	0.00370649	0.395726	0.162946	0.322245	0.119083	0.0711864	0.27562	0.66894	1.4949	3.62818	14.0476	1.910676	0.0909676	0.0254983	0.00130641	0.00566432	0.0280963	0.00376137	0.00603552	0.0832617	0.00473867	0.0145379	0.00571323	0.00522366	0.00599024	0.0120837	0.0250436	0.0307599	0.0221413	0.0173092	0.00350378	0.0108189	0.0135639	4.72133e-05	0.00876308	0.0166992	0.019618	0.0418499	0.0301133	0.0075635	0.0136011	0.0060479	0.0455728	0.014534	0.000813955	0.0325322	0.00869766	0.0344938	0.0680293	0.0564295	0.0159028	0.000136659	0.019049	0.0350472	0.0115701	0.0127291	0.0381037	0.00460319	0.0179312	0.0174367	0.00606479	0.6111479
4500	-248.1261	-317.2271	69.10099	0.226311	0.421169	0.578831	0.773689	2.299426	0.0044652	0.0718798	0.0208412	0.00389231	0.0511039	0.0221433	0.00276394	0.0279855	0.0152771	0.023706	0.00512164	0.0150672	0.0086794	0.00104596	0.0355434	0.00350528	0.00875166	0.0329921	0.0207906	0.0077075	0.0205204	0.00622692	0.0350789	0.00829429	0.0102983	0.00434073	0.0186293	0.000567684	0.0373256	0.00692887	0.0587068	0.00873559	0.0122003	0.031388	0.00801867	0.0947439	0.0912261	0.00739762	0.0286592	0.0004506	0.0183823	0.0669627	0.0410387	0.0393221	0.0391904	0.0193524	0.0139957	0.0055734	0.0253266	0.0415372	0.4658	0.217373	0.275289	0.194993	0.450547	0.779782	1.28241	2.21952	5.1284	1.182068	0.00390949	0.062934	0.0182474	0.0034079	0.0447438	0.0193875	0.00241996	0.0245026	0.0133758	0.0207557	0.00448423	0.013192	0.00759921	0.000915785	0.0311199	0.00306903	0.00766248	0.0288861	0.0182031	0.00674827	0.0179665	0.00545196	0.0307131	0.00726203	0.00901661	0.0038005	0.0163108	0.000497033	0.0326803	0.00606654	0.0514005	0.00764841	0.0106819	0.0274816	0.00702071	0.0829526	0.0798726	0.00647695	0.0250924	0.000394521	0.0160945	0.0586289	0.0359312	0.0344283	0.034313	0.0169439	0.0122539	0.00487977	0.0221746	1.142145
4536	-252.2697	-321.6908	69.42106	0.175723	0.400739	0.599261	0.824277	1.507383	0.0210484	0.029706	0.0161993	0.000277923	0.0346018	0.0116466	0.00438664	0.0140565	0.0171447	0.0111682	0.0182676	0.0120561	0.0182437	0.00341366	0.0129893	0.00310358	0.024084	0.00947388	0.00630986	0.00715795	0.00119568	0.00646163	0.0130118	0.00962386	0.00358152	0.0190281	0.00723174	0.00138252	0.00746073	0.00990086	0.0171734	0.0110191	0.000527297	0.0211619	0.00848182	0.0654624	0.0284267	0.00980088	0.00992885	0.0040224	0.032902	0.0507725	0.00976804	0.00451717	0.0168064	0.00291838	0.00131079	0.0140032	0.012895	0.00473288	0.358511	0.517614	0.119142	0.0740457	0.280965	0.672961	1.48597	3.55916	13.5052	1.882201	0.0311316	0.0439365	0.0239595	0.00041106	0.0511776	0.0172259	0.00648803	0.0207903	0.0253577	0.0165182	0.0270186	0.0178315	0.0269832	0.00504895	0.0192117	0.00459032	0.0356213	0.0140123	0.00933256	0.0105869	0.00176846	0.00955704	0.019245	0.0142341	0.00529722	0.0281434	0.0106961	0.0020448	0.0110348	0.0146438	0.0254001	0.0162978	0.000779896	0.0312994	0.012545	0.0968218	0.0420443	0.0144959	0.0146852	0.0059493	0.0486636	0.0750948	0.0144474	0.00668109	0.0248575	0.00431641	0.00193871	0.0207114	0.0190723	0.6761125
4572	-251.1296	-319.5184	68.38878	0.208955	0.414584	0.585416	0.791045	1.98237	0.0124579	0.0393996	0.021496	0.0272068	0.0129231	0.018062	0.00715717	0.0610981	0.065303	0.0104765	0.0116799	0.0342651	0.0500054	0.00634899	0.0600623	0.016951	0.0192122	0.0101341	0.018691	0.0197191	0.00429632	0.00747859	0.00936295	0.00626717	0.0192601	0.0182316	0.0156018	0.000973241	0.0483678	0.0456341	0.0180118	0.0574355	0.00307313	0.0849862	0.0512129	0.19291	0.335369	0.0129457	0.00847636	0.00610651	0.0298879	0.035759	0.000722924	0.00576019	0.00475189	0.0376715	0.0209615	0.047808	0.0164888	0.0890317	0.62457	0.0923229	0.194076	0.134514	0.375921	0.73695	1.35694	2.66013	7.43419	1.450541	0.00746672	0.0236143	0.0128837	0.0163065	0.0077455	0.0108256	0.00428968	0.0366194	0.0391397	0.00627911	0.00700041	0.020537	0.029971	0.00380529	0.0359986	0.0101597	0.0115149	0.00607392	0.0112025	0.0118187	0.00257502	0.00448233	0.00561173	0.00375626	0.0115436	0.0109272	0.00935101	0.000583316	0.0289894	0.027351	0.0107955	0.0344242	0.0018419	0.0509369	0.0306947	0.115621	0.201005	0.00775907	0.00508034	0.00365996	0.0179135	0.0214323	0.000433288	0.0034524	0.00284807	0.0225786	0.0125634	0.0286539	0.00988263	1.668461
4608	-251.3987	-318.8423	67.44358	0.296927	0.444833	0.555167	0.703073	4.516588	0.00891428	0.0207949	0.00489238	0.0117965	0.0406672	0.0210784	0.00754568	0.061047	0.0123924	0.00482889	0.0115538	0.0247981	0.00273695	0.00219744	0.0398486	0.0114901	0.0746328	0.0158119	0.00956712	0.0179841	9.58643e-05	0.00183097	0.0123066	0.00625445	0.0168857	0.0239829	0.00583284	0.0297548	0.0145164	0.00600145	0.0168884	0.0316496	0.00763801	0.163405	0.0174146	0.158556	0.022966	0.0297188	0.0062405	0.0112589	0.06022	0.00565705	0.0054623	0.0148677	0.0551244	0.0289195	0.00405908	0.0107007	0.00598329	0.671639	0.0201269	0.266889	0.0413454	0.117178	0.351459	0.721641	1.38573	2.84528	8.53401	1.550302	0.00756236	0.0176412	0.00415041	0.0100075	0.0344997	0.0178816	0.00640132	0.0517887	0.010513	0.00409655	0.00980156	0.0210372	0.00232187	0.00186418	0.0338052	0.00974754	0.0633142	0.0134139	0.00811618	0.0152567	8.13257e-05	0.00155329	0.0104402	0.00530591	0.0143249	0.0203457	0.00494824	0.0252423	0.0123149	0.00509128	0.0143271	0.0268497	0.00647965	0.138623	0.0147735	0.13451	0.019483	0.0252117	0.00529408	0.00955141	0.0510871	0.00479911	0.0046339	0.0126129	0.0467643	0.0245337	0.00344348	0.00907783	0.00507587	1.17877
4644	-245.3853	-316.0144	70.62915	0.0222378	0.268636	0.731364	0.977762	0.3408759	0.0389396	0.0274261	0.00487119	0.00413656	0.0157531	0.00605142	0.00215319	0.0234612	0.0080266	0.0240828	0.000238692	0.027127	0.0392365	0.00930878	0.0301891	0.00988278	0.00663196	0.0068241	0.00532396	0.00588707	4.51176e-05	0.00917738	0.0215375	0.0240622	0.0126296	0.0139308	0.00281071	0.00179933	0.0279548	0.0104801	0.0133934	0.0422321	0.0314943	0.022084	0.00225215	0.0643744	0.0635919	0.0086974	0.00599693	0.0105533	0.0121213	0.0122344	0.00438977	0.00625938	0.0409034	0.0170907	0.0184432	0.00463369	0.00247814	0.314875	0.076826	0.590712	0.0175864	0.0926415	0.313407	0.696298	1.43617	3.19074	10.7943	1.720194	0.0484804	0.034146	0.00606471	0.00515008	0.0196128	0.00753411	0.00268075	0.0292096	0.00999324	0.0299834	0.000297175	0.0337735	0.04885	0.0115896	0.0375858	0.0123042	0.00825689	0.00849611	0.00662841	0.0073295	5.61721e-05	0.011426	0.0268145	0.0299577	0.0157241	0.0173441	0.00349937	0.00224019	0.0348041	0.0130479	0.016675	0.0525796	0.0392108	0.0274949	0.00280396	0.0801471	0.0791729	0.0108284	0.00746627	0.013139	0.0150911	0.015232	0.00546533	0.00779303	0.0509254	0.0212782	0.0229621	0.00576902	0.00308533	0.803203
4680	-250.4109	-320.6343	70.22343	0.0726952	0.337422	0.662578	0.927305	0.6336549	0.0836354	0.041948	0.00385629	0.0130072	0.00983652	0.00269287	0.0049911	0.0680757	0.0108496	0.00801818	6.58891e-05	0.0164675	0.0218114	0.0117422	0.0352854	0.00768239	0.00439374	0.00238042	0.00405694	0.0229998	0.000220797	0.000367422	0.000545269	0.0122113	0.0092177	0.00703874	0.0032721	0.000164094	0.0381285	0.00207402	0.0101347	0.00834774	0.0678601	0.0595293	0.00513122	0.077045	0.0793049	0.0290474	0.00203628	0.00867118	0.0132916	0.00158215	0.00781534	0.00999607	0.0309929	0.019616	0.0089614	0.0175738	0.000521978	0.00773325	0.323503	0.580927	0.087836	0.0869169	0.303807	0.689573	1.45017	3.29156	11.5052	1.766315	0.0924663	0.0463772	0.00426347	0.0143806	0.0108751	0.0029772	0.00551811	0.0752637	0.0119952	0.0088648	7.28463e-05	0.0182063	0.0241144	0.0129821	0.0390111	0.00849357	0.00485767	0.00263177	0.00448531	0.0254283	0.000244111	0.000406218	0.000602843	0.0135007	0.010191	0.00778195	0.0036176	0.000181421	0.0421544	0.00229301	0.0112048	0.00922917	0.0750254	0.0658149	0.00567302	0.0851801	0.0876785	0.0321145	0.00225129	0.00958676	0.0146951	0.00174921	0.00864055	0.0110515	0.0342654	0.0216872	0.00990762	0.0194294	0.000577093	0.9044955
4716	-268.484	-338.5692	70.08522	0.0757747	0.340161	0.659839	0.924225	0.6524967	0.0207685	0.0136451	0.00147315	0.00535356	0.0525273	0.00934534	0.0190005	0.107537	0.0268271	0.0318008	3.54739e-05	0.00595079	0.0489188	0.0565107	0.00983969	0.0153702	0.00197929	0.0307128	0.0239504	0.0282778	0.000134967	0.0207243	0.00400867	0.0164518	0.00777481	0.0179228	0.0257086	0.014499	0.0234276	0.0191729	0.011436	0.0398983	0.012684	0.0446884	0.067164	0.0880885	0.125718	0.032233	0.0157673	0.0244191	0.033107	0.0130218	0.00337689	0.0038687	0.125736	0.0235447	0.00613307	0.00505091	0.00683841	0.0899109	0.226021	0.374966	0.309102	0.143537	0.388016	0.744267	1.3436	2.57721	6.96683	1.403593	0.0154709	0.0101645	0.00109738	0.00398798	0.0391287	0.00696154	0.0141538	0.0801068	0.0199841	0.0236891	2.64252e-05	0.00443286	0.0364406	0.042096	0.00732979	0.0114496	0.00147441	0.0228786	0.0178411	0.0210647	0.00010054	0.015438	0.00298614	0.0122553	0.00579162	0.013351	0.0191508	0.0108006	0.0174517	0.0142823	0.00851891	0.0297211	0.00944854	0.0332893	0.0500319	0.0656189	0.0936503	0.024011	0.0117454	0.0181903	0.0246621	0.00970019	0.00251552	0.00288188	0.0936636	0.0175389	0.00456865	0.00376253	0.00509407	1.342425
4752	-255.1673	-325.4238	70.25642	0.109971	0.365763	0.634237	0.890029	0.8827874	0.00232271	0.0160758	0.00963188	0.00853636	0.0181636	0.0410747	0.00680288	0.0434586	0.0124374	0.00377445	0.00300898	0.00183335	0.0268577	0.00664111	0.0460088	0.0141304	0.000222709	0.0221368	0.00630876	0.00856938	0.00119689	0.00126846	0.00186496	0.00722809	0.0097034	0.00959755	0.00666982	0.0141119	0.0138706	0.00446765	0.0064425	0.0160798	0.0070096	0.0657024	0.00348529	0.071597	0.0779602	0.0543118	0.00402899	0.0112213	0.00315629	0.00431026	0.0104106	0.00322142	0.0100809	0.0203672	0.0138341	0.00744886	0.0133638	0.247	0.0493389	0.200215	0.503446	0.112757	0.344927	0.71743	1.39386	2.89916	8.86865	1.578114	0.00300866	0.0208233	0.0124764	0.0110573	0.0235277	0.053205	0.00881193	0.0562929	0.0161104	0.00488914	0.0038976	0.00237478	0.0347894	0.00860239	0.0595963	0.0183034	0.00028848	0.0286744	0.00817188	0.0111001	0.00155036	0.00164307	0.00241573	0.00936272	0.012569	0.0124319	0.00863958	0.0182794	0.0179669	0.00578705	0.00834512	0.0208286	0.00907969	0.0851058	0.00451458	0.0927413	0.100984	0.0703514	0.00521884	0.0145352	0.00408841	0.00558318	0.013485	0.00417278	0.0130581	0.0263822	0.0179196	0.00964868	0.0173104	0.772008
4788	-244.7919	-314.256	69.46409	0.131366	0.378645	0.621355	0.868634	1.053398	0.0114047	0.0164717	0.000230638	0.00903162	0.0238776	0.00205076	0.000920844	0.0169882	0.0128408	0.00203103	0.00404662	0.00229115	0.00463271	0.000855325	0.0104834	0.00175533	0.000685904	0.00364338	0.000106184	0.000935289	0.000953632	0.0105669	0.00275014	0.0107188	0.000245403	0.00490705	0.00389676	0.00409191	0.00186709	0.0022366	7.86069e-05	0.000327873	0.00739462	0.0269678	0.00308377	0.00994843	0.0604645	0.0102858	0.00555371	0.00914087	0.000582136	0.0134892	0.00540177	0.00661653	0.0313094	0.0144617	0.00520817	0.00408972	0.00499881	0.521597	0.153635	0.101994	0.222773	0.0428443	0.215164	0.619208	1.61497	4.64761	23.3403	2.2778	0.0294755	0.0425713	0.000596087	0.0233423	0.0617118	0.0053002	0.00237993	0.0439062	0.0331872	0.00524922	0.0104585	0.0059215	0.0119733	0.00221059	0.0270945	0.00453667	0.00177272	0.00941634	0.000274432	0.00241726	0.00246467	0.0273103	0.00710774	0.0277029	0.000634247	0.0126823	0.0100712	0.0105756	0.00482551	0.00578052	0.00020316	0.00084739	0.0191114	0.0696985	0.00797003	0.0257118	0.156271	0.0265837	0.0143536	0.0236246	0.00150453	0.0348629	0.0139609	0.0171005	0.0809195	0.0373763	0.0134606	0.0105699	0.0129195	0.386921
4824	-252.2084	-321.8161	69.60776	0.175801	0.400774	0.599227	0.824199	1.50833	0.0253075	0.105124	0.00385574	0.0200259	0.0413462	0.01875	0.000300704	0.0524674	0.0298489	0.0176973	0.0143613	0.00814291	0.0106606	0.00695083	0.0208464	0.00770974	0.00151627	0.000785846	0.000638158	0.015003	0.0091461	0.00264355	0.0387409	0.0655301	0.00332039	0.0224604	0.054367	0.0137888	0.018478	0.00198903	0.000330979	7.54144e-05	0.0207278	0.0163364	0.0088478	0.0528752	0.0206819	0.00660072	0.0246826	0.0344391	0.0166099	0.00982068	0.0382808	0.0243124	0.0679075	0.0258141	0.00515756	0.00900399	0.0104125	0.180561	0.0789038	0.677209	0.0633258	0.141625	0.385486	0.742749	1.34635	2.59413	7.0609	1.413291	0.024697	0.102588	0.00376273	0.0195428	0.0403488	0.0182976	0.00029345	0.0512017	0.0291288	0.0172704	0.0140149	0.00794648	0.0104034	0.00678315	0.0203435	0.00752376	0.00147969	0.000766889	0.000622763	0.0146411	0.00892546	0.00257978	0.0378064	0.0639492	0.00324029	0.0219185	0.0530554	0.0134562	0.0180323	0.00194104	0.000322994	7.35952e-05	0.0202278	0.0159423	0.00863436	0.0515997	0.0201829	0.00644149	0.0240872	0.0336083	0.0162092	0.00958377	0.0373574	0.0237259	0.0662694	0.0251914	0.00503314	0.00878678	0.0101613	1.02472
