Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
1728	-254.9479	-324.1996	69.25174	0.228214	0.421869	0.578131	0.771786	2.33785	6.06821e-05	0.0137378	0.000974536	0.00896864	0.0248761	0.00957963	0.000942244	0.021052	0.00454621	0.0263477	0.00769264	0.00286284	0.00948688	0.00207815	0.0250709	0.0238811	0.0032338	0.00391466	0.00790507	0.00655752	0.0156498	0.00233534	0.00942203	0.0127173	0.027486	0.00356327	0.0311113	0.0392692	0.0125841	0.0157823	0.00319767	0.0804055	0.00488821	0.00192074	0.0235305	0.000775768	0.0256729	0.00122774	0.00730032	0.0196668	0.00553815	0.00833738	0.00056542	0.014827	0.003763	0.0098157	0.0120244	0.000504462	0.0161323	0.134459	0.098352	0.496497	0.270691	0.136422	0.378514	0.738532	1.35404	2.64191	7.33018	1.440353	9.88656e-05	0.0223822	0.00158775	0.014612	0.040529	0.0156075	0.00153514	0.0342987	0.00740686	0.0429267	0.0125331	0.00466426	0.0154564	0.00338581	0.0408465	0.038908	0.00526863	0.00637791	0.0128792	0.0106838	0.0254972	0.00380483	0.0153507	0.0207196	0.0447812	0.00580541	0.0506877	0.0639788	0.0205025	0.0257132	0.00520976	0.131	0.00796406	0.00312934	0.0383368	0.00126391	0.0418273	0.00200028	0.011894	0.0320419	0.00902296	0.0135836	0.000921204	0.0241568	0.00613082	0.0159921	0.0195907	0.000821889	0.0262833	0.6137839
1764	-241.4891	-311.7829	70.29372	0.0716914	0.336509	0.663491	0.928309	0.627566	0.00389737	0.0427757	0.00134043	0.00253742	0.0120463	0.0187	0.00592769	0.00977437	0.00881648	0.00809561	0.00515632	0.00630322	0.00315636	0.00209318	0.0248669	0.00533825	0.00411226	0.0109824	0.0114619	0.00151114	0.0108644	0.000171772	0.00257667	0.00630111	0.0124955	0.00491695	0.0182958	0.00204463	0.000592416	0.00109203	0.00717941	0.00522865	0.000736322	0.0413942	0.0452423	0.0719375	0.00707414	0.006248	0.0184909	0.00660464	0.0104982	0.00407848	0.0185326	0.00570054	0.0269595	0.00833117	0.00648864	0.00424637	0.00794098	0.0755488	0.371064	0.31599	0.237397	0.070882	0.275045	0.668504	1.49588	3.63577	14.1079	1.913774	0.00707125	0.0776107	0.00243203	0.0046038	0.0218563	0.0339286	0.010755	0.0177343	0.0159963	0.0146884	0.00935545	0.0114363	0.00572679	0.00379779	0.0451176	0.00968554	0.00746114	0.019926	0.020796	0.00274175	0.0197121	0.000311656	0.00467503	0.0114325	0.0226715	0.00892114	0.0331952	0.00370971	0.00107486	0.00198135	0.0130261	0.00948668	0.00133596	0.0751042	0.0820861	0.130521	0.0128351	0.0113362	0.0335493	0.0119832	0.0190476	0.00739984	0.0336248	0.0103429	0.0489144	0.0151158	0.0117728	0.00770446	0.0144078	0.5511572
1800	-245.9971	-316.3873	70.3902	0.0738478	0.338458	0.661542	0.926152	0.6406782	0.0557167	0.10378	0.021716	0.000556595	0.0384073	0.00134178	0.00747403	0.0643581	0.03064	0.0456963	0.0171951	0.0299822	0.0464509	0.00450617	0.0181507	0.0187523	0.0155447	0.0111565	0.00286356	0.003231	0.00212259	0.000822108	0.00729261	0.0261014	0.000418306	0.00991915	0.0964323	0.0271658	0.021272	0.00126752	0.00638429	0.185618	0.0472552	0.031639	0.00948841	0.0236856	0.0792444	0.00251221	0.0140669	0.0488808	0.003247	0.000428787	0.0184285	0.0513359	0.046582	0.0120128	0.0610395	0.0113937	0.0134499	0.177763	0.106169	0.433222	0.282846	0.236744	0.495261	0.803145	1.24511	2.01914	4.22397	1.04178	0.0398824	0.0742861	0.0155445	0.000398414	0.0274922	0.000960453	0.00534996	0.0460679	0.0219323	0.0327097	0.0123084	0.0214614	0.0332498	0.00322554	0.0129924	0.013423	0.011127	0.00798591	0.00204975	0.00231277	0.00151936	0.00058847	0.00522009	0.0186835	0.000299426	0.00710019	0.0690268	0.0194455	0.0152266	0.000907301	0.00456991	0.132867	0.0338256	0.0226474	0.00679186	0.0169543	0.0567236	0.00179826	0.0100692	0.0349892	0.00232422	0.000306929	0.0131912	0.0367465	0.0333437	0.00859886	0.0436924	0.00815565	0.00962754	1.397026
1836	-245.091	-313.5199	68.42898	0.252393	0.430419	0.569581	0.747606	2.904087	0.0476365	0.0149188	0.00169603	0.00457299	0.0575735	0.0484884	0.00661206	0.0314982	0.0304196	0.03585	0.00754335	0.0479505	0.0181626	0.0113987	0.0235876	0.012442	0.0146033	0.0323578	0.0038619	0.00234375	0.0478112	0.0162691	0.0193403	0.0123431	0.00124251	0.0201102	0.0268778	0.00756141	0.0278904	0.0163889	0.0279023	0.0171455	0.0525756	0.0108479	0.128302	0.159423	0.0121738	0.0201516	0.0245585	0.000275771	0.0143684	0.0549892	0.0121655	0.00436862	0.0590355	0.019123	0.00474563	0.0107108	0.00241163	0.0621013	0.0264427	0.266773	0.644683	0.167346	0.418172	0.761851	1.31259	2.39136	5.97565	1.292625	0.037082	0.0116133	0.00132025	0.00355979	0.0448173	0.0377452	0.00514707	0.0245194	0.0236797	0.0279069	0.00587202	0.0373265	0.0141384	0.00887314	0.0183615	0.00968533	0.0113677	0.0251885	0.00300625	0.00182446	0.037218	0.0126645	0.0150552	0.00960829	0.000967219	0.0156545	0.0209227	0.00588608	0.0217109	0.0127577	0.0217202	0.0133467	0.0409268	0.00844442	0.0998749	0.1241	0.00947652	0.0156867	0.0191172	0.00021467	0.0111849	0.0428056	0.00947007	0.00340069	0.0459554	0.0148861	0.00369417	0.00833766	0.0018773	1.284626
1872	-248.6747	-317.7842	69.10954	0.210165	0.415056	0.584944	0.789835	2.002696	0.00877962	0.0640975	0.0126583	0.00140247	0.0449814	0.0129628	0.00801931	0.0213983	0.0392317	0.0187596	0.00492341	0.0155461	0.00845675	0.0141683	0.00595954	0.00272377	0.0245183	0.00590445	0.0058557	0.0029465	0.0487168	0.00416501	0.0144766	0.00745212	0.00509686	0.0248733	0.0158541	0.00371953	0.0567969	0.0184393	0.000606299	0.0301696	0.00928999	0.0388563	0.0820303	0.144663	0.0048538	0.0449735	0.00358593	0.0113897	0.0108569	0.00801257	0.00520542	0.00164941	0.0603304	0.000540156	0.0130081	0.0182736	0.0092438	0.121297	0.172031	0.0251454	0.681527	0.122384	0.358989	0.72643	1.3766	2.7856	8.171	1.518872	0.0086039	0.0628146	0.012405	0.0013744	0.0440811	0.0127033	0.00785881	0.02097	0.0384464	0.0183842	0.00482487	0.0152349	0.00828749	0.0138847	0.00584026	0.00266926	0.0240276	0.00578627	0.0057385	0.00288753	0.0477418	0.00408165	0.0141868	0.00730297	0.00499485	0.0243754	0.0155368	0.00364508	0.0556601	0.0180703	0.000594164	0.0295658	0.00910405	0.0380786	0.0803885	0.141768	0.00475665	0.0440734	0.00351416	0.0111618	0.0106396	0.00785219	0.00510123	0.0016164	0.0591229	0.000529344	0.0127477	0.0179079	0.00905878	1.020424
1908	-253.5902	-322.4688	68.87864	0.243095	0.427202	0.572798	0.756905	2.667662	0.0109993	0.046066	0.00963529	0.0045925	0.0189936	0.0452412	0.00965598	0.0159364	0.0225564	0.0236272	0.0216614	0.0190387	0.00666192	0.000394709	0.07561	0.00947252	0.00641421	0.0238777	0.00765356	0.00195069	0.0154566	0.00941795	0.00640073	0.0395499	0.00482929	0.0177252	0.0210631	0.0190372	0.031541	0.0045203	0.00788582	0.000835848	5.68397e-05	0.00704147	0.0154886	0.0214185	0.0791125	0.0168328	0.00472637	0.0699539	0.0131049	0.0128074	0.02403	0.00192409	0.0261495	0.00478895	0.0209492	0.00791881	0.0121532	0.183149	0.0887937	0.395384	0.332673	0.142831	0.387084	0.743708	1.34461	2.58342	7.00128	1.407159	0.0122657	0.0513694	0.0107446	0.00512122	0.0211803	0.0504497	0.0107676	0.0177711	0.0251533	0.0263473	0.0241552	0.0212305	0.00742888	0.000440151	0.0843147	0.0105631	0.00715266	0.0266266	0.00853469	0.00217527	0.017236	0.0105022	0.00713763	0.0441032	0.00538527	0.0197659	0.023488	0.0212289	0.0351722	0.00504071	0.00879369	0.000932076	6.33834e-05	0.00785213	0.0172717	0.0238844	0.0882204	0.0187707	0.0052705	0.0780075	0.0146136	0.0142819	0.0267965	0.00214561	0.02916	0.00534029	0.023361	0.00883048	0.0135524	0.8967591
1944	-270.7974	-340.6007	69.80328	0.106291	0.363346	0.636654	0.893709	0.8557873	0.00600132	0.0370217	0.00525366	0.056522	0.0420976	0.0227833	0.00233498	0.0122909	0.00695692	0.00293491	0.0190219	0.00483709	0.00792585	0.00244151	0.0258568	0.0231107	0.00342193	0.0142826	0.00398709	0.022955	0.00160774	0.00754397	0.0320892	0.00143616	0.0291334	0.00189905	0.0013741	0.0234013	0.00600992	0.000597819	0.0108831	0.0281999	0.0145066	0.0180598	0.0649212	0.0441559	0.00573055	0.0294044	0.00174951	0.00554668	0.000680873	0.00355045	0.0363978	0.0212086	0.0651272	0.00689266	0.0094883	0.00930847	0.0357466	0.137345	0.237072	0.28166	0.343924	0.062166	0.257996	0.655291	1.52604	3.87603	16.086	2.008648	0.0071556	0.0441423	0.00626414	0.0673933	0.0501945	0.0271654	0.00278408	0.0146549	0.00829499	0.00349941	0.0226805	0.00576744	0.00945029	0.0029111	0.03083	0.0275557	0.0040801	0.0170297	0.00475396	0.0273701	0.00191697	0.00899495	0.0382612	0.00171238	0.0347368	0.00226431	0.00163839	0.0279022	0.00716585	0.000712802	0.0129764	0.0336238	0.0172967	0.0215334	0.077408	0.0526487	0.00683274	0.03506	0.002086	0.00661351	0.00081183	0.00423333	0.0433985	0.0252878	0.0776536	0.00821837	0.0113133	0.0110988	0.042622	0.8386888
1980	-252.9099	-322.2449	69.33502	0.192293	0.40787	0.59213	0.807707	1.725752	0.0332127	0.00293893	0.019149	0.00371319	0.0265153	0.0270547	0.00359116	0.02008	0.010078	0.0059981	0.0107701	0.00832783	0.00649391	0.00215694	0.0168302	0.0188958	0.00434465	0.008325	0.0018368	0.00953576	0.000495402	0.00077007	0.00701316	0.00396757	0.00373841	0.0207249	0.0184517	0.00161922	0.018566	0.000249937	0.00669057	0.0124087	0.00705579	0.0111392	0.0199487	0.00729252	0.0283669	0.00730317	0.00124542	0.0384702	0.00368608	0.00659436	0.00371778	0.00434219	0.00976704	0.007205	0.0220238	0.00351703	0.013039	0.0170571	0.0430287	0.887665	0.0522494	0.0790491	0.290069	0.679689	1.47126	3.44745	12.6504	1.834922	0.0627533	0.00555292	0.0361808	0.00701585	0.050099	0.0511183	0.00678528	0.0379399	0.0190418	0.011333	0.0203494	0.0157349	0.0122698	0.0040754	0.0317996	0.0357024	0.00820896	0.0157296	0.00347052	0.0180172	0.000936031	0.001455	0.0132509	0.00749649	0.00706349	0.0391583	0.0348633	0.00305943	0.0350794	0.00047224	0.0126414	0.0234454	0.0133315	0.0210468	0.0376918	0.0137788	0.0535975	0.0137989	0.00235315	0.0726871	0.00696463	0.0124596	0.00702452	0.00820429	0.0184542	0.0136134	0.0416127	0.00664521	0.0246365	0.5292578
2016	-244.2758	-314.3794	70.10366	0.108097	0.36454	0.63546	0.891904	0.8689546	0.00243473	0.0273107	0.0204075	0.000439799	0.0420097	0.0130175	0.00898176	0.0119447	0.00526538	0.00821898	0.00524238	0.00881331	0.00695338	0.00595655	0.0177866	8.01271e-05	0.000338758	0.0041204	0.00262177	0.0107105	0.000183046	8.76324e-05	0.00180366	0.0116289	0.0091005	0.0082068	0.00989961	0.00717303	0.0121619	0.000307716	0.00964654	0.00610503	0.00328879	0.00242058	0.00186463	0.00652216	0.0224231	0.00339421	0.0138548	0.0814746	0.00992758	0.0174318	0.00657652	0.00836123	0.00573205	0.00355826	0.0423986	0.00304374	0.00642589	0.0627883	0.664274	0.214558	0.0583793	0.076972	0.286327	0.676941	1.47723	3.49252	12.9917	1.854175	0.00470336	0.0527583	0.0394229	0.000849595	0.0811535	0.0251469	0.0173508	0.0230745	0.0101716	0.0158773	0.0101271	0.0170254	0.0134324	0.0115067	0.0343598	0.000154788	0.000654406	0.0079597	0.00506469	0.0206903	0.000353605	0.000169286	0.00348427	0.0224645	0.0175802	0.0158537	0.0191239	0.0138567	0.0234941	0.00059444	0.018635	0.0117936	0.00635322	0.00467603	0.00360206	0.0125994	0.0433165	0.00655687	0.0267644	0.157391	0.0191779	0.0336743	0.0127044	0.016152	0.0110731	0.00687377	0.0819048	0.00587984	0.0124134	0.5176574
2052	-252.3735	-323.2877	70.91418	0.0315134	0.287013	0.712987	0.968487	0.3958615	0.00462963	0.0434784	0.00317563	0.00958171	0.0273912	0.0247705	0.017623	0.0169494	0.0209233	0.043711	0.0160351	0.00956243	0.0402463	0.00335453	0.0308885	0.000441734	0.0179156	0.0292419	0.00316091	0.0195968	0.00127032	0.00625129	0.00985213	0.0236786	0.0240745	0.0357033	0.0591786	0.016173	0.0385336	0.00261813	0.0166841	0.00112503	0.0184333	0.0151217	0.00803959	0.0200006	0.107192	0.00411117	0.0121714	0.0884581	0.0134838	0.0241739	0.0177474	0.00141648	0.00321188	0.0161394	0.0273847	0.0232859	0.0073343	0.190738	0.0920415	0.558031	0.159189	0.191847	0.446988	0.777855	1.28559	2.2372	5.21248	1.193827	0.0045144	0.0423962	0.00309658	0.00934321	0.0267094	0.024154	0.0171843	0.0165275	0.0204025	0.042623	0.015636	0.00932442	0.0392445	0.00327104	0.0301197	0.000430739	0.0174697	0.0285141	0.00308223	0.0191091	0.0012387	0.00609569	0.0096069	0.0230892	0.0234753	0.0348146	0.0577056	0.0157704	0.0375745	0.00255296	0.0162688	0.00109703	0.0179745	0.0147453	0.00783948	0.0195027	0.104524	0.00400884	0.0118684	0.0862563	0.0131482	0.0235722	0.0173057	0.00138122	0.00313193	0.0157377	0.026703	0.0227063	0.00715175	1.025526
2088	-255.7538	-322.6781	66.92433	0.298201	0.445225	0.554775	0.701799	4.578866	0.0116694	0.109035	0.00778752	0.00314327	0.0416067	0.0167813	0.0221632	0.0876664	0.0568237	0.00837483	0.0144029	0.0357766	0.01884	0.0101088	0.107494	0.0117607	0.00344223	0.0339848	0.0116491	0.0275869	0.00175148	0.00794676	0.00312037	0.0552274	0.0208102	0.00993472	0.0272926	0.00533971	0.0462146	0.0400855	0.00426415	0.048701	0.0341716	0.0105974	0.017953	0.0568101	0.130177	0.00103992	0.0119687	0.234747	0.0257754	0.0572691	0.00859344	0.00684848	0.0358752	0.016287	0.0984066	0.0144661	0.0135509	0.222964	0.0234361	0.0291367	0.724463	0.147234	0.392858	0.747152	1.33842	2.54545	6.79189	1.385205	0.00692413	0.0646968	0.00462079	0.00186509	0.0246877	0.0099573	0.0131507	0.0520176	0.0337168	0.00496927	0.00854607	0.0212283	0.0111789	0.00599813	0.0637824	0.00697833	0.00204248	0.0201652	0.00691209	0.0163689	0.00103926	0.00471528	0.0018515	0.0327696	0.0123479	0.00589485	0.0161943	0.00316836	0.0274218	0.0237851	0.00253017	0.0288972	0.020276	0.00628807	0.0106526	0.0337087	0.0772414	0.000617047	0.00710174	0.139289	0.015294	0.0339811	0.00509899	0.0040636	0.0212868	0.009664	0.0583904	0.00858356	0.00804055	1.685322
2124	-259.2868	-329.452	70.16514	0.0769695	0.341199	0.658801	0.923031	0.6598748	0.0184401	0.0237982	0.00827406	0.00153094	0.0155312	0.0185211	0.000926885	0.00968542	0.0160286	0.0211094	0.00965336	0.017836	0.0232757	0.00464793	0.0293903	0.00346627	0.00227796	0.0117365	0.0102796	0.00631509	0.00527453	0.0118114	0.00420936	0.00226137	0.00373662	0.00424802	0.0116157	0.00962549	0.00847747	0.00143212	0.0305127	0.00395091	0.0425781	0.00636073	0.0526773	0.00598429	0.000322471	0.0187249	0.0111864	0.0176167	0.00959895	0.00460136	0.000308721	0.0152152	0.0168268	0.0166004	0.022922	0.0114541	0.0113656	0.137633	0.0609894	0.167974	0.633403	0.0637561	0.261193	0.657814	1.52019	3.82858	15.6848	1.990385	0.0300217	0.0387451	0.0134707	0.00249248	0.0252859	0.0301536	0.00150903	0.0157685	0.0260957	0.0343676	0.0157163	0.0290382	0.0378945	0.00756716	0.0478494	0.00564333	0.00370868	0.0191079	0.0167359	0.0102814	0.0085873	0.0192298	0.00685313	0.00368167	0.00608347	0.00691608	0.0189112	0.015671	0.0138019	0.00233159	0.0496767	0.00643236	0.0693201	0.0103557	0.0857622	0.00974283	0.000525006	0.0304855	0.0182123	0.0286812	0.0156278	0.00749133	0.000502618	0.0247714	0.0273952	0.0270266	0.0373186	0.0186481	0.018504	0.6142246
2160	-250.4128	-318.5783	68.16548	0.276924	0.438542	0.561458	0.723076	3.673843	0.00318085	0.0198546	0.0185473	0.00835165	0.068353	0.0257673	0.00780976	0.0269561	0.0350109	0.00590684	0.0106558	0.0231909	0.0404366	0.00049972	0.0459022	0.0274784	0.0542372	0.0536207	0.00847852	0.0191768	0.00789221	0.0187329	0.0157846	0.000179394	0.0108727	0.00232816	0.0544583	0.0401458	0.0509364	0.0262152	0.011009	0.0201609	0.108325	0.0023425	0.118317	0.0186076	2.44675e-05	0.0241406	0.0105726	0.00788119	0.00199066	0.00715456	0.000987587	0.0288549	0.0349499	0.0304078	0.0099759	0.0135788	0.00869927	0.320475	0.0370407	0.0547717	0.587713	0.181649	0.435237	0.771417	1.29632	2.2976	5.50512	1.233323	0.00267537	0.0166994	0.0155998	0.00702444	0.0574907	0.0216725	0.00656867	0.0226723	0.0294471	0.00496815	0.00896247	0.0195055	0.0340106	0.000420307	0.0386077	0.0231116	0.0456181	0.0450995	0.00713115	0.0161293	0.00663802	0.015756	0.0132761	0.000150885	0.00914484	0.00195818	0.045804	0.033766	0.0428418	0.0220492	0.00925951	0.016957	0.0911104	0.00197024	0.0995147	0.0156506	2.05792e-05	0.0203043	0.00889242	0.00662875	0.00167431	0.00601759	0.000830644	0.0242694	0.0293958	0.0255755	0.00839058	0.0114209	0.00731682	1.188941
2196	-252.5054	-323.0317	70.52631	0.101925	0.36039	0.63961	0.898075	0.8245374	0.013375	0.0131748	0.000772337	0.00149393	0.0265361	0.0104962	0.00948698	0.0318996	0.0116452	0.032361	0.017772	0.034555	0.0181863	0.00059096	0.0602572	0.0357318	0.00954488	0.041275	0.00318702	0.00333481	0.0130373	0.0204251	0.0110456	0.000122391	0.00859638	0.00343924	0.00640234	0.0141196	0.0526434	0.00291979	0.00368268	0.0211102	0.0704832	0.000324699	0.0627545	0.0118117	0.00805311	0.0316206	0.000365584	0.00149945	0.00120276	0.0149247	0.00466787	0.0232623	0.0101316	0.0194866	0.00291745	0.00794066	0.0224647	0.0605038	0.197835	0.107397	0.634264	0.159499	0.408491	0.756304	1.32222	2.44803	6.26964	1.327351	0.0161704	0.0159283	0.000933754	0.00180616	0.0320821	0.0126899	0.0114697	0.0385665	0.014079	0.0391243	0.0214863	0.0417769	0.0219872	0.000714469	0.0728508	0.0431996	0.0115397	0.0499014	0.0038531	0.00403177	0.0157621	0.0246939	0.0133541	0.000147971	0.010393	0.00415804	0.00774041	0.0170706	0.0636457	0.00353002	0.00445235	0.0255222	0.0852141	0.000392561	0.0758701	0.0142804	0.00973619	0.0382292	0.00044199	0.00181283	0.00145414	0.018044	0.00564344	0.0281241	0.012249	0.0235592	0.00352719	0.00960024	0.0271598	0.8271316
2232	-250.4983	-319.3955	68.89719	0.246085	0.428246	0.571755	0.753915	2.740906	0.020697	0.00259615	0.00238723	0.00630936	0.0376074	0.0193519	0.00811641	0.00771845	0.006084	0.00958673	0.00246941	0.0041772	0.00403942	0.00363912	0.0205709	0.0144934	0.00771017	0.0145522	0.00114112	0.00109518	0.00291245	0.00922111	0.0107486	0.000369261	0.0109528	0.0125145	0.0013629	0.0225911	0.0375927	0.00406915	0.00679021	0.00934692	0.0200695	0.00605129	0.062409	0.0117271	0.0183713	0.00216671	0.00292723	0.00122827	0.014755	0.00504816	0.00235825	0.00993105	0.00187213	0.00289217	0.0149343	0.00508787	0.00947726	0.0947328	0.0456329	0.669696	0.189938	0.117073	0.351304	0.721542	1.38592	2.84654	8.54171	1.550955	0.0402572	0.00504969	0.00464332	0.0122721	0.0731489	0.0376407	0.015787	0.0150129	0.0118338	0.0186468	0.00480317	0.00812494	0.00785695	0.00707834	0.0400118	0.0281907	0.0149968	0.0283049	0.00221955	0.0021302	0.00566492	0.0179357	0.0209068	0.000718237	0.021304	0.0243415	0.00265094	0.0439413	0.0731203	0.00791478	0.0132074	0.0181804	0.0390365	0.0117702	0.12139	0.0228099	0.0357334	0.00421439	0.00569366	0.00238906	0.0286994	0.00981901	0.00458695	0.0193166	0.00364142	0.00562546	0.0290483	0.00989626	0.0184339	0.5141209
2268	-263.1338	-332.1978	69.06398	0.223906	0.420279	0.579721	0.776094	2.251988	0.0226588	0.000330887	0.0114616	0.0145901	0.0728182	0.0319014	0.0168045	0.0528771	0.0174902	0.0397604	0.0031525	0.0315499	0.014227	0.000907541	0.0395944	0.0287585	0.0170063	0.00634489	0.00419001	6.51069e-05	0.00958808	0.00128141	0.0242398	0.0165187	0.0120589	0.00520538	0.00147573	0.00584519	0.0528261	0.00058887	0.00451702	0.0217816	0.137009	0.00929282	0.0753729	0.00214328	0.0450397	0.0031142	0.0347588	0.0113712	0.00744649	0.0245014	0.0113605	0.0350577	0.0015518	0.0105693	0.026369	0.00856156	0.0164125	0.332793	0.0955686	0.153647	0.417992	0.152351	0.399458	0.751046	1.33148	2.50339	6.56381	1.360506	0.0217383	0.000317444	0.0109959	0.0139973	0.0698598	0.0306053	0.0161217	0.0507288	0.0167796	0.038145	0.00302442	0.0302681	0.013649	0.00087067	0.0379857	0.0275901	0.0163153	0.00608711	0.00401978	6.24617e-05	0.00919853	0.00122935	0.0232549	0.0158476	0.011569	0.00499389	0.00141578	0.00560771	0.0506799	0.000564946	0.00433351	0.0208966	0.131443	0.00891527	0.0723107	0.0020562	0.0432099	0.00298767	0.0333466	0.0109092	0.00714395	0.023506	0.010899	0.0336334	0.00148876	0.0101399	0.0252977	0.00821372	0.0157457	1.042349
2304	-261.9136	-330.1866	68.27293	0.275392	0.438049	0.561952	0.724607	3.618347	0.00314975	0.000179246	0.013937	0.00824493	0.0223041	0.0149655	0.00319172	0.00353257	0.0145637	0.0204736	0.00191457	0.023978	0.012457	0.00395032	0.0206498	0.0114253	0.00945267	0.0158026	0.0154898	0.000311912	0.0142626	0.00261369	0.00860111	0.0185009	0.0157399	0.00907024	0.00177233	0.023877	0.0109784	0.000372117	0.0142016	0.02496	0.0763467	0.0239612	0.0386361	0.00488926	0.0299144	0.0029566	0.0167376	3.52668e-05	0.00289997	0.0180057	0.000498443	0.00685732	0.0173558	0.0204551	0.019883	0.00742523	0.0103854	0.137027	0.180431	0.627317	0.0552244	0.10588	0.334502	0.710594	1.40727	2.98952	9.44467	1.623615	0.00475673	0.000270696	0.0210475	0.0124514	0.0336834	0.0226008	0.00482012	0.00533487	0.0219939	0.0309191	0.00289137	0.0362114	0.0188125	0.00596575	0.0311851	0.0172544	0.0142754	0.0238649	0.0233926	0.000471048	0.0215393	0.00394717	0.0129893	0.02794	0.0237702	0.0136978	0.00267656	0.0360588	0.0165794	0.000561968	0.0214472	0.0376944	0.115298	0.0361861	0.058348	0.00738373	0.0451765	0.00446504	0.025277	5.32596e-05	0.00437951	0.027192	0.000752745	0.0103559	0.0262107	0.0308912	0.0300271	0.0112135	0.0156839	0.6621669
2340	-257.1488	-326.6973	69.54854	0.15362	0.390364	0.609636	0.84638	1.261077	0.00420522	0.0078524	0.0234118	0.0238998	0.100061	0.025187	0.0104243	0.0253774	0.0128029	0.0828652	0.00477248	0.0153094	0.0580344	0.0108841	0.0289938	0.0478774	0.000749154	0.00602356	0.0261324	0.0137549	0.0273753	0.00814296	0.0239624	0.0179657	0.00433424	0.013491	0.0187697	0.0661216	0.0101867	0.00736217	0.0243393	0.00766547	0.127595	0.0601814	0.0967287	0.00245991	0.0673038	0.0051475	0.0106412	0.00288907	0.00548964	0.0153497	0.000962076	0.0198868	0.0135842	0.0571377	0.0101384	0.00376208	0.0254902	0.132699	0.0259064	0.527792	0.313602	0.14398	0.388599	0.744615	1.34298	2.57335	6.94542	1.401367	0.00327743	0.00611995	0.0182465	0.0186268	0.077985	0.0196301	0.00812444	0.0197784	0.00997819	0.0645829	0.00371954	0.0119318	0.0452304	0.00848274	0.022597	0.0373144	0.00058387	0.0046946	0.0203669	0.0107202	0.0213356	0.0063464	0.0186756	0.014002	0.00337799	0.0105145	0.0146286	0.0515333	0.00793927	0.00573787	0.0189694	0.00597426	0.0994443	0.0469038	0.0753877	0.00191719	0.0524548	0.00401182	0.00829348	0.00225166	0.00427847	0.0119631	0.000749816	0.0154992	0.0105872	0.0445316	0.00790156	0.00293206	0.0198664	1.283083
