Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-249.8849	-317.411	67.52608	5.36753	0.14466	0.12051	0.063008	0.671822	1.093628	1.180684
6	-246.2037	-316.4518	70.2481	0.8730927	0.231125	0.273079	0.196578	0.299218	1.627088	0.7258746
12	-238.1802	-308.5557	70.37549	0.8730927	0.108279	0.50947	0.180031	0.20222	1.570657	0.566017
18	-238.494	-308.7575	70.26343	0.8241019	0.110445	0.604686	0.0786057	0.206264	1.739652	0.4694724
24	-254.0533	-315.999	61.94567	33.56757	0.112989	0.392729	0.0218411	0.47244	1.770478	0.7907547
30	-240.4545	-310.0388	69.58426	1.426961	0.273498	0.0386124	0.498641	0.189248	1.807262	0.6379672
36	-242.1346	-311.5836	69.449	1.797981	0.0500779	0.144241	0.0987197	0.706961	1.281492	1.073831
42	-245.527	-313.8013	68.27429	3.833031	0.233663	0.311199	0.0749616	0.380176	1.524158	0.6302097
48	-251.7951	-322.0054	70.21024	1.185932	0.120806	0.705381	0.0834347	0.0903781	1.320297	0.7774951
54	-247.5162	-318.4142	70.89801	0.2788448	0.110831	0.647134	0.0765451	0.16549	1.55162	0.6968346
60	-243.359	-314.0012	70.64222	0.2318249	0.211046	0.168402	0.145759	0.474794	1.803369	0.7063672
66	-244.7104	-313.8638	69.1534	2.221477	0.36238	0.0885795	0.00450475	0.544536	1.444889	0.8836748
72	-250.43	-319.4976	69.06767	2.221477	0.593748	0.0846962	0.0919442	0.229611	1.490183	0.928788
78	-253.1246	-322.9278	69.80316	1.383984	0.163121	0.0810402	0.116412	0.639426	1.42505	0.9237779
84	-241.5558	-310.8838	69.32796	1.383984	0.146244	0.21253	0.290162	0.351064	2.040208	0.7488
90	-249.1594	-318.0467	68.88734	2.796816	0.126227	0.239854	0.427914	0.206004	1.455893	0.7114486
96	-256.4768	-325.4973	69.02048	2.577839	0.101523	0.184426	0.526307	0.187745	1.490904	0.6590982
102	-247.6406	-317.4791	69.83843	1.222159	0.029575	0.193843	0.332502	0.44408	1.659569	0.7752457
108	-254.7852	-322.9417	68.1565	3.796331	0.00575069	0.612826	0.282354	0.0990692	1.659569	0.633382
114	-249.8299	-319.3182	69.48825	1.907362	0.0131057	0.215482	0.643479	0.127934	1.487753	0.6796752
120	-251.0434	-321.8934	70.85001	0.2225098	0.0481317	0.0902933	0.350219	0.511356	0.9899254	1.320488
126	-251.2984	-319.6914	68.393	2.952939	0.100461	0.357902	0.288729	0.252908	1.254749	1.320488
132	-249.6753	-319.3295	69.65421	1.537731	0.349996	0.162759	0.0484587	0.438786	1.281623	1.081868
138	-246.0794	-315.7863	69.70686	1.696563	0.330062	0.104828	0.267609	0.297502	1.344713	0.817963
144	-252.0924	-322.8325	70.74009	0.141961	0.167363	0.105373	0.269003	0.458261	1.434902	0.9105693
150	-255.2699	-326.153	70.88316	0.2593358	0.163696	0.327434	0.236495	0.272376	1.60952	0.6128812
156	-261.2513	-330.3403	69.08905	2.557023	0.06671	0.292414	0.382043	0.258833	1.325539	0.8289881
162	-251.9736	-320.8711	68.89744	2.194593	0.155276	0.680634	0.0424101	0.12168	1.848655	0.7097966
168	-248.7978	-319.0541	70.2563	0.6046844	0.0660367	0.113098	0.138671	0.682195	1.910971	0.7097966
174	-247.4195	-317.9171	70.49758	0.2396344	0.175901	0.271848	0.226434	0.325818	2.016694	0.5067777
180	-252.256	-322.6777	70.42171	0.3451641	0.138055	0.166045	0.177715	0.518185	2.03589	0.6105299
186	-254.3363	-322.9208	68.58446	3.146047	0.0665593	0.293265	0.0856804	0.554496	1.617702	0.5217612
192	-253.1824	-323.3581	70.17562	1.017033	0.216847	0.150463	0.217534	0.415157	1.437831	0.8799975
198	-250.1456	-318.8351	68.68953	2.608249	0.135976	0.513804	0.136407	0.213812	1.839776	0.5471454
204	-247.8976	-315.351	67.45338	3.704779	0.612783	0.104318	0.0410952	0.241803	2.295182	0.2763716
210	-254.8187	-325.5472	70.72856	0.2532716	0.0776969	0.267112	0.105226	0.549964	1.786587	0.4953351
216	-252.9331	-321.4421	68.50899	2.712592	0.433262	0.164136	0.0646596	0.337943	1.957065	0.5144707
222	-252.3246	-322.0752	69.75064	1.291465	0.404936	0.0517123	0.18396	0.359392	1.794593	0.5144707
228	-253.1522	-322.5934	69.44125	1.887863	0.0813898	0.0293281	0.191656	0.697626	1.431057	0.852086
234	-259.1567	-325.1221	65.96543	9.67485	0.230797	0.0831656	0.216107	0.469931	1.543444	0.8636497
240	-249.0841	-315.2994	66.21521	8.534713	0.192588	0.16882	0.424012	0.21458	1.579397	0.9096933
246	-258.2036	-323.7076	65.50397	11.06623	0.203451	0.210091	0.52767	0.0587881	1.602898	0.9096933
252	-255.4922	-326.1118	70.61961	0.1757351	0.610876	0.189978	0.196034	0.00311261	1.628135	0.9096933
258	-248.1006	-317.9297	69.82912	0.8465846	0.630141	0.221108	0.144236	0.00451626	2.131392	0.4041696
264	-253.9136	-321.9115	67.99795	3.071197	0.341006	0.116853	0.018228	0.523914	2.232781	0.5955236
270	-276.0571	-343.9484	67.89134	3.679988	0.350677	0.0150825	0.0499634	0.584277	1.927737	0.3183501
276	-273.577	-341.1437	67.5667	5.00583	0.341736	0.120766	0.03404	0.503458	1.707766	0.5123457
282	-257.6837	-326.0149	68.33116	2.500516	0.419977	0.059435	0.0418335	0.478754	1.587476	1.333217
288	-251.4801	-321.6754	70.19535	0.9907533	0.0178906	0.0614947	0.816623	0.103992	1.407181	0.9217697
294	-253.1713	-322.5703	69.39896	1.404768	0.0236056	0.541548	0.0943268	0.34052	1.280364	1.395094
300	-245.1683	-314.9148	69.74647	1.613874	0.0374875	0.169707	0.509948	0.282858	1.410714	0.7672668
306	-255.445	-319.1451	63.70014	17.49651	0.0639721	0.019764	0.353009	0.563255	1.524528	1.400533
312	-248.5691	-319.1511	70.58205	0.2292462	0.468571	0.107583	0.129918	0.293928	1.582933	1.039498
318	-258.9895	-325.0346	66.04516	8.213035	0.0939802	0.157029	0.319972	0.42902	1.579412	1.168811
324	-259.8373	-327.3158	67.47858	3.754753	0.327439	0.0790641	0.144466	0.449031	1.541555	1.459572
330	-261.8023	-331.4256	69.62339	0.2202719	0.324917	0.0416807	0.0761587	0.557244	1.566143	1.800163
336	-256.6765	-325.7121	69.03567	2.053925	0.233305	0.145848	0.299187	0.321659	1.652049	0.9197192
342	-259.7034	-327.5135	67.81013	4.264119	0.113673	0.0843137	0.616065	0.185948	1.117371	1.333033
348	-264.9114	-332.7606	67.84926	4.264119	0.420974	0.0859225	0.480581	0.0125226	1.242499	1.197142
354	-252.172	-322.2568	70.08477	0.7789878	0.238953	0.0874264	0.658381	0.0152398	1.949701	0.6004187
360	-246.2528	-315.9147	69.6619	1.284107	0.0663571	0.401577	0.319063	0.213003	1.794547	0.7521308
366	-247.5818	-316.4228	68.84098	2.439246	0.161096	0.246697	0.249016	0.343192	1.767241	0.6489725
372	-249.2963	-319.968	70.67173	0.4849073	0.0992083	0.151924	0.332049	0.416819	1.60288	0.7346701
378	-257.0439	-326.3864	69.34252	1.525789	0.699856	0.225608	0.0466849	0.0278512	1.963078	0.6381735
384	-252.2552	-318.9427	66.68751	6.518911	0.325518	0.0882346	0.0140712	0.572177	1.953732	0.646339
390	-252.7151	-319.9361	67.22103	6.641633	0.465813	0.46154	0.00295025	0.0696973	1.211283	0.8870163
396	-256.0087	-321.0218	65.01306	11.4962	0.372823	0.197564	0.00126286	0.428351	1.132909	1.628898
402	-252.8565	-319.515	66.65855	7.51326	0.34088	0.387716	0.00115466	0.27025	1.660798	0.4164053
408	-253.0088	-321.5735	68.56467	2.245811	0.589697	0.0625949	0.0756733	0.272035	2.166691	0.3612237
414	-255.5772	-324.1897	68.61247	1.299356	0.389103	0.113143	0.127286	0.370468	2.5119	0.1712343
420	-260.9196	-330.9365	70.01693	0.7818622	0.24309	0.525901	0.146834	0.0841759	2.026272	0.5570958
426	-261.3206	-331.7591	70.43849	1.118904	0.378417	0.279535	0.31615	0.0258979	1.104677	0.8447041
432	-253.7818	-324.1879	70.4061	1.118904	0.26577	0.196323	0.222038	0.315868	1.177833	0.7922984
438	-262.3594	-330.5944	68.23502	3.363868	0.192022	0.503371	0.0746641	0.229943	1.719634	0.7922984
444	-251.3622	-320.623	69.26073	1.718373	0.354095	0.311925	0.0818639	0.252116	1.725347	0.8762888
450	-255.6794	-321.2689	65.58949	9.844146	0.444874	0.391893	0.102851	0.0603826	1.791309	0.9549318
456	-260.7576	-331.2176	70.46006	0.2922995	0.429259	0.378137	0.099241	0.0933628	1.880879	0.8460203
462	-251.3637	-316.6247	65.26097	12.8934	0.18831	0.165884	0.398233	0.247572	1.165775	1.155719
468	-259.9818	-325.3605	65.37872	12.8934	0.143667	0.315508	0.0699471	0.470878	1.249385	0.9647107
474	-260.5668	-331.1233	70.55648	0.7456874	0.180494	0.396384	0.137799	0.285323	1.128292	1.091776
480	-259.1284	-326.4438	67.31542	4.876594	0.110288	0.528195	0.0527299	0.308788	1.311943	1.347693
486	-261.8572	-329.3064	67.44926	4.744868	0.167475	0.7351	0.0122413	0.0851837	1.246774	1.339632
492	-252.6649	-322.2566	69.59168	1.802869	0.0960068	0.327107	0.0696412	0.507245	1.49675	0.6108895
498	-245.7374	-315.2612	69.52377	1.542545	0.151931	0.491215	0.320358	0.0364966	1.799208	0.4821341
504	-246.7605	-314.8647	68.10423	2.564877	0.0547336	0.153025	0.655378	0.136864	1.691919	1.396327
510	-246.4929	-315.4641	68.97118	2.183111	0.204705	0.385148	0.326319	0.083827	1.266699	1.251628
516	-252.2775	-319.6569	67.3794	4.807102	0.309661	0.467692	0.0958402	0.126807	1.449638	1.207171
522	-248.4015	-313.0791	64.67761	16.10726	0.135429	0.651263	0.0423184	0.170989	1.372155	0.8835707
528	-248.3337	-317.2448	68.91106	2.86768	0.30416	0.0774736	0.0950425	0.523324	1.369995	0.7408196
534	-255.5244	-324.7342	69.20971	1.843923	0.423917	0.0845614	0.41303	0.0784915	1.787835	0.72758
540	-250.9418	-321.2564	70.31455	0.8905464	0.0928427	0.204491	0.512854	0.189812	1.541581	0.72758
546	-249.0835	-316.6623	67.57879	4.722175	0.296865	0.189657	0.319084	0.194394	1.486671	1.02727
552	-261.4382	-329.0149	67.57678	5.544747	0.178994	0.298107	0.217345	0.305554	1.434765	0.6505198
558	-257.252	-326.9366	69.68461	1.531386	0.0942444	0.587407	0.0999874	0.218361	1.645709	0.5386037
564	-251.0972	-320.5716	69.4744	1.763537	0.0878995	0.121124	0.211257	0.57972	1.645709	0.6098468
570	-251.4929	-320.9064	69.41349	1.763537	0.0434539	0.116661	0.499754	0.340131	1.714225	0.5866733
576	-256.4321	-325.3519	68.91974	2.426264	0.0150592	0.0698738	0.542511	0.372556	1.732841	0.5286783
582	-260.3679	-329.6522	69.28433	1.727338	0.0111779	0.246091	0.402686	0.340044	1.336745	1.221049
588	-259.6374	-329.5198	69.88248	0.7413559	0.265982	0.173556	0.549533	0.0109284	1.452189	1.389791
594	-256.7454	-323.7292	66.98382	5.590726	0.24727	0.372863	0.0489649	0.330902	1.289782	1.389791
600	-262.7213	-329.9198	67.19854	5.560964	0.0880221	0.216169	0.130127	0.565682	1.08705	1.389791
606	-258.2217	-324.7674	66.54572	7.952183	0.37948	0.244032	0.155381	0.221108	1.599398	0.6734261
612	-254.844	-322.6399	67.79595	4.601768	0.268584	0.44652	0.0608742	0.224021	1.491389	0.8474029
618	-254.7005	-325.333	70.63247	0.5223097	0.18857	0.0635488	0.511702	0.236179	1.565669	0.7914759
624	-255.3678	-325.8169	70.44906	0.3477979	0.443706	0.285242	0.0896082	0.181443	1.917078	0.7739991
630	-258.9246	-324.2815	65.35694	11.6773	0.35634	0.0371955	0.313213	0.293252	1.761693	0.6950192
636	-254.7705	-324.4206	69.65009	1.322723	0.00806202	0.22676	0.132574	0.632604	1.85145	0.5934493
642	-255.2274	-324.3278	69.10037	1.210094	0.134884	0.301921	0.118847	0.444348	2.281147	0.2286422
648	-260.3137	-325.6524	65.33872	9.952911	0.30013	0.306739	0.149327	0.243803	2.269797	0.4477167
654	-256.6454	-325.8947	69.24934	1.303246	0.255397	0.182038	0.11689	0.445675	2.236752	0.3596674
660	-270.1924	-341.0963	70.90383	0.2118517	0.0995027	0.546662	0.218157	0.135678	1.584411	0.5957841
