Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	tree_length
1944	-250.1999	-319.5397	69.33976	0.176676	0.401163	0.598837	0.823323	1.519081	0.0124415	0.0196145	0.00330686	0.00829299	0.0100906	0.014393	0.0109228	0.0199068	0.0144138	0.000521557	0.00410029	0.00449764	0.0144827	0.000568785	0.0321611	0.0017235	0.00343461	0.0219525	0.00992334	0.00706695	0.00233955	0.00180755	0.00370704	0.00599303	0.0154189	0.000768429	0.000516809	0.0161594	0.00339891	0.000457601	0.00532644	0.0608396	0.00139592	0.0639372	0.00602507	0.0198709	0.00343356	0.012431	0.0156933	0.00281485	0.010387	0.00187771	0.00170364	0.0154537	0.0218901	0.00235862	0.00143141	0.000799684	0.0321985	0.020008	0.295026	0.308023	0.376944	0.0628939	0.259465	0.656452	1.52334	3.85409	15.8998	2.00023	0.0228598	0.0360395	0.00607598	0.0152374	0.0185403	0.0264455	0.0200694	0.0365764	0.0264837	0.000958303	0.00753383	0.00826391	0.0266102	0.00104508	0.0590924	0.00316674	0.00631071	0.0403352	0.018233	0.0129847	0.00429866	0.00332116	0.00681126	0.0110115	0.0283304	0.0014119	0.000949579	0.0296911	0.00624511	0.000840791	0.00978673	0.111786	0.00256485	0.117477	0.0110704	0.0365106	0.00630879	0.0228406	0.0288347	0.00517198	0.0190849	0.00345008	0.00313025	0.0283944	0.0402206	0.0043337	0.00263005	0.00146933	0.059161	0.544251
1980	-265.1253	-328.9419	63.81657	0.373416	0.466921	0.53308	0.626583	12.2342	0.0810646	0.0858143	0.0725702	0.0294338	0.0120498	0.0316768	0.0201509	0.0646399	0.0143558	0.00283375	0.0431305	0.0118915	0.1219	0.00856775	0.091025	0.0158932	0.00234983	0.0222017	0.0121462	0.00349517	0.019565	0.00177103	0.0224875	0.0115693	0.036057	0.0215561	0.00478094	0.0697177	0.0503303	0.00180859	0.0295258	0.303139	0.00413403	0.0769643	0.00209297	0.170984	0.00189958	0.0204901	0.0807823	0.0100256	0.0407443	0.0255442	0.00081721	0.0122281	0.0658248	0.0332754	0.0142764	0.00180759	0.0866867	0.101496	0.330414	0.13448	0.43361	0.0997839	0.324967	0.704211	1.42003	3.07724	10.0217	1.666492	0.0411897	0.0436031	0.0368737	0.0149556	0.00612264	0.0160953	0.0102389	0.0328442	0.00729435	0.00143986	0.021915	0.00604221	0.0619387	0.00435336	0.0462507	0.0080755	0.00119397	0.0112809	0.00617159	0.00177593	0.00994119	0.000899877	0.0114261	0.00587849	0.018321	0.0109529	0.00242925	0.0354243	0.0255733	0.000918962	0.0150023	0.154028	0.00210054	0.0391063	0.00106346	0.0868787	0.000965197	0.0104112	0.0410463	0.00509413	0.0207026	0.0129793	0.000415233	0.00621322	0.0334463	0.0169076	0.00725399	0.000918455	0.0440464	1.968077
2016	-260.8718	-329.7675	68.89565	0.244008	0.427521	0.572478	0.755992	2.68977	0.0108602	0.0435433	0.00943169	0.000193577	0.00247826	0.0272786	0.018233	0.0505582	0.00892701	0.0124883	0.020995	0.0115806	0.0319724	0.00106985	0.00787066	0.0048396	0.0237932	0.0231267	0.00421101	0.00537975	0.0102826	0.00135472	0.00193629	0.0138135	0.00208087	0.00788983	0.00260146	0.0220982	0.0351438	0.0207202	0.0174794	0.0253718	0.00220172	0.0209281	0.014448	0.0772357	0.00496375	0.0158626	0.00683387	0.020828	0.0170543	0.00547059	0.00461575	0.0118042	0.0264914	0.00188336	0.00255942	0.00516677	0.020405	0.527062	0.121594	0.256175	0.0951689	0.125889	0.363967	0.729557	1.37069	2.7475	7.94349	1.498454	0.0147087	0.0589734	0.0127739	0.000262173	0.00335646	0.036945	0.0246941	0.0684739	0.0120904	0.0169137	0.0284347	0.0156843	0.0433021	0.00144896	0.0106597	0.00655456	0.0322246	0.0313218	0.00570322	0.00728612	0.0139263	0.00183478	0.00262243	0.0187085	0.00281824	0.0106857	0.00352332	0.0299289	0.0475974	0.0280626	0.0236734	0.0343625	0.00298192	0.0283442	0.0195678	0.104605	0.0067227	0.0214837	0.00925552	0.0282086	0.0230976	0.00740914	0.00625139	0.0159871	0.0358789	0.00255075	0.00346637	0.00699767	0.0276358	0.7383562
2052	-250.9493	-321.3947	70.44544	0.0182487	0.258883	0.741117	0.981751	0.3157587	0.000458865	0.0642967	0.0031054	0.00047953	0.0246867	0.013004	0.0031191	0.0535183	0.0100718	0.0118937	0.0113859	0.00903113	0.00443622	0.00745356	0.00366202	0.000755074	0.0123229	0.0331774	0.00318861	0.00102069	0.00464604	0.00465132	0.0154518	0.0177915	0.0131884	0.00363011	0.00520133	0.0161175	0.00378686	0.0189629	0.00627861	0.0450358	0.0149207	0.00175032	0.00334655	0.0759502	0.00909127	0.010201	0.00099329	0.0152237	0.0343645	0.0133284	0.00905948	0.00713792	0.00970757	0.0104678	0.0085004	0.00389764	0.00660021	0.000855719	0.128005	0.491595	0.379544	0.0621782	0.258021	0.65531	1.52599	3.87566	16.0828	2.008505	0.000694881	0.0973675	0.00470265	0.000726175	0.0373843	0.0196926	0.00472339	0.0810452	0.0152521	0.0180112	0.0172421	0.0136763	0.00671797	0.0112873	0.00554557	0.00114344	0.0186612	0.0502421	0.00482866	0.00154568	0.00703571	0.00704371	0.0233994	0.0269426	0.0199719	0.00549725	0.00787662	0.0244074	0.00573463	0.0287164	0.00950799	0.0681997	0.0225952	0.00265059	0.00506784	0.115015	0.0137673	0.0154478	0.00150418	0.023054	0.0520398	0.0201839	0.0137192	0.0108093	0.0147006	0.0158519	0.0128726	0.00590237	0.009995	0.6603509
2088	-251.9309	-318.4398	66.50898	0.327158	0.45388	0.546119	0.672843	6.38451	0.0134177	0.119246	0.007534	0.000420787	0.0616633	0.00707928	0.00225347	0.0287404	0.0600488	0.0176133	0.012585	0.00974038	0.0206143	0.00134111	0.0962724	0.00157756	0.00178484	0.0108649	0.0123625	0.00455902	0.000850885	0.0025999	0.0314919	0.0108321	0.0154916	0.0036001	0.00765623	0.0131109	0.00083898	0.045489	0.0370513	0.0708162	0.065164	0.00581834	0.00556322	0.181321	0.000754249	0.0242197	0.000722805	0.015724	0.0384415	0.0178499	0.00220107	0.0268868	0.0357432	0.0227266	0.0201827	0.0108958	0.00370459	0.320631	0.0202545	0.288964	0.37015	0.0974065	0.321168	0.701632	1.42525	3.11364	10.2663	1.683928	0.0111123	0.0987572	0.0062395	0.000348487	0.0510683	0.00586291	0.00186628	0.0238022	0.0497312	0.014587	0.0104226	0.00806678	0.0170724	0.00111068	0.0797308	0.0013065	0.00147816	0.00899811	0.0102384	0.00377569	0.000704685	0.00215318	0.0260809	0.00897088	0.0128298	0.00298153	0.00634074	0.0108582	0.000694826	0.037673	0.0306851	0.0586485	0.0539675	0.00481863	0.00460735	0.150166	0.000624653	0.0200582	0.000598612	0.0130223	0.0318365	0.0147829	0.00182288	0.0222671	0.0296018	0.0188217	0.0167149	0.0090237	0.00306807	1.207468
2124	-252.2837	-320.9578	68.67403	0.247384	0.428696	0.571304	0.752616	2.77353	0.015753	0.019771	0.00930047	3.31063e-05	0.0731903	0.00998652	0.0111883	0.0156751	0.0176701	0.000361602	0.0206443	0.00445909	0.00537935	5.37161e-05	0.0127565	0.000264858	0.000814281	0.00900215	0.0199557	0.00510343	0.000640496	0.00288091	0.00432444	0.00249754	0.00530779	0.0124872	0.00347958	0.00969551	2.3501e-05	0.0130829	0.0156988	0.0288648	0.00749116	0.00454949	0.0208618	0.0762794	0.000468564	0.0111203	0.00357678	0.00765179	0.0176169	0.00307179	0.00277693	0.0136055	0.0455722	0.0103394	0.00551572	0.0260364	0.00513951	0.228872	0.17067	0.102296	0.498162	0.0911292	0.310901	0.694556	1.43977	3.21646	10.9734	1.732095	0.0257393	0.0323046	0.0151964	5.40935e-05	0.119588	0.0163173	0.0182809	0.0256121	0.0288718	0.000590834	0.0337314	0.00728585	0.0087895	8.77686e-05	0.0208432	0.000432761	0.00133048	0.0147089	0.0326063	0.00833867	0.00104653	0.00470721	0.00706585	0.00408081	0.00867258	0.0204033	0.00568541	0.0158418	3.83991e-05	0.0213765	0.0256509	0.0471631	0.0122401	0.00743357	0.0340869	0.124636	0.000765603	0.0181699	0.00584423	0.0125025	0.0287849	0.0050191	0.00453731	0.0222305	0.0744619	0.0168938	0.00901232	0.0425417	0.00839762	0.61202
2160	-246.2078	-314.7662	68.55848	0.23743	0.4252	0.5748	0.762569	2.535614	0.00845108	0.0264217	0.00150542	0.000232374	0.0158836	0.00759212	0.00105119	0.0151852	0.00264497	0.00594854	0.00847734	0.00516126	0.013188	0.00337014	0.0234386	0.00208578	0.0403384	0.0226169	0.0170526	0.0031563	0.00729188	0.00353345	0.000132897	0.00500394	0.0107605	0.0124954	0.00390693	0.027393	0.00431258	0.0348436	0.00385147	0.0453867	0.000220974	0.0124057	0.00904797	0.0822559	0.00040334	0.00843754	0.000633204	0.006252	0.010333	0.00308439	0.00694875	0.0178247	0.0188961	0.00382617	0.00614032	0.00565689	0.00376121	0.165771	0.188962	0.143166	0.502101	0.0619367	0.257531	0.654922	1.5269	3.88302	16.1455	2.011319	0.0146	0.0456457	0.00260075	0.000401446	0.0274402	0.0131161	0.00181602	0.0262338	0.00456942	0.0102766	0.0146453	0.00891653	0.0227834	0.00582221	0.0404922	0.00360336	0.0696882	0.0390727	0.0294598	0.00545279	0.0125974	0.00610435	0.000229591	0.00864475	0.0185897	0.0215869	0.00674956	0.0473237	0.00745035	0.0601954	0.00665375	0.0784095	0.000381752	0.0214319	0.0156312	0.142104	0.000696806	0.0145766	0.00109392	0.0108009	0.0178511	0.00532855	0.0120046	0.0307937	0.0326447	0.00661004	0.0106079	0.00977278	0.00649783	0.5788419
2196	-250.8637	-319.4518	68.58818	0.239004	0.425759	0.574241	0.760996	2.571457	0.00283107	0.0552393	0.000893496	0.000334843	0.0427406	0.00955293	0.00311927	0.0161971	0.00958569	0.00415837	0.0185861	0.0354618	0.0154172	0.00652281	0.058303	0.00474674	0.0555373	0.00320376	0.0228225	0.000585874	0.00478972	0.0129643	0.000135738	0.00119407	0.0042579	0.0318949	0.000199046	0.0132572	0.0389168	0.0447379	0.0153974	0.0785835	0.00506289	0.00650317	0.00927739	0.114708	0.0007089	0.0224992	0.00483427	0.00495076	0.00580855	0.0314118	0.0104971	0.00301591	0.00203224	0.00561313	0.0319304	0.0182349	0.0116057	0.151092	0.240665	0.472776	0.135467	0.0881245	0.305859	0.691022	1.44713	3.26948	11.3476	1.756338	0.00314262	0.0613183	0.000991823	0.000371691	0.047444	0.0106042	0.00346253	0.0179796	0.0106406	0.00461598	0.0206314	0.0393642	0.0171139	0.00724063	0.0647191	0.00526911	0.061649	0.00355633	0.0253341	0.000650347	0.00531681	0.014391	0.000150675	0.00132548	0.00472647	0.0354048	0.00022095	0.0147161	0.0431995	0.0496612	0.0170919	0.0872314	0.00562005	0.00721882	0.0102983	0.127331	0.000786913	0.0249752	0.00536627	0.00549558	0.00644776	0.0348686	0.0116523	0.00334781	0.00225588	0.00623085	0.0354443	0.0202416	0.0128829	0.9008624
2232	-249.9265	-318.6671	68.74054	0.244534	0.427705	0.572295	0.755465	2.702612	0.00332413	0.0833197	0.0106668	0.0044253	0.026324	0.011156	0.0162201	0.048216	0.00292888	0.00249513	0.00660457	0.00895493	0.00437368	0.00365705	0.0156051	0.0171412	0.0139135	0.0115583	0.00121586	0.00207031	0.00258849	0.0100153	0.031356	0.0124363	0.0046877	0.0259915	0.0270055	0.0214085	0.0346761	0.055323	0.0154382	0.102831	0.0101847	0.00298704	0.00283322	0.126557	0.000441486	0.0429337	0.0529808	0.00829748	0.00813369	0.0143021	0.000501264	0.020827	0.0347196	0.00169594	0.0443032	0.0210441	0.0114445	0.134896	0.160148	0.249904	0.455051	0.147798	0.393591	0.747587	1.33764	2.54071	6.766	1.382443	0.00318979	0.0799525	0.0102357	0.00424646	0.0252601	0.0107052	0.0155645	0.0462674	0.00281051	0.0023943	0.00633765	0.00859303	0.00419692	0.00350926	0.0149744	0.0164485	0.0133512	0.0110912	0.00116673	0.00198664	0.00248388	0.00961059	0.0300888	0.0119337	0.00449825	0.0249411	0.0259141	0.0205433	0.0332748	0.0530872	0.0148143	0.0986757	0.00977308	0.00286632	0.00271872	0.121443	0.000423644	0.0411986	0.0508396	0.00796215	0.00780498	0.0137241	0.000481006	0.0199853	0.0333164	0.0016274	0.0425127	0.0201937	0.010982	1.042115
2268	-255.7873	-324.2361	68.44884	0.23984	0.426055	0.573945	0.76016	2.590746	0.0117991	0.046301	0.00867331	1.69972e-05	0.0380636	0.0100561	0.00703307	0.0184509	0.00692172	0.0245344	0.00467969	0.0315443	0.0202284	0.0024369	0.0277248	0.00509657	0.017365	0.0130656	0.0374583	0.00363464	0.000194803	0.0155287	0.00595854	0.0112023	0.0222527	0.0100005	0.0277207	0.0144803	0.00697716	0.0141905	0.0157007	0.0339615	0.0586045	0.00322207	0.00102996	0.0073475	0.0132267	0.000661234	0.0439048	0.00472938	0.0484521	0.0110612	0.108331	0.00408652	0.00583606	0.0106756	0.00013458	0.0119881	0.00121642	0.0263849	0.58364	0.134721	0.255254	0.0694513	0.272323	0.666433	1.50052	3.67211	14.3986	1.928518	0.013918	0.0546156	0.0102309	2.00495e-05	0.044899	0.0118619	0.00829606	0.0217643	0.00816471	0.0289403	0.00552006	0.037209	0.023861	0.00287452	0.0327036	0.00601181	0.0204833	0.0154119	0.044185	0.00428734	0.000229785	0.0183173	0.00702857	0.013214	0.0262488	0.0117964	0.0326987	0.0170807	0.00823011	0.0167388	0.0185203	0.0400602	0.0691286	0.00380068	0.00121492	0.00866696	0.0156019	0.000779978	0.0517892	0.00557867	0.0571531	0.0130476	0.127785	0.00482037	0.00688409	0.0125927	0.000158748	0.0141409	0.00143487	0.8477605
2304	-252.4715	-321.2851	68.81358	0.234182	0.424036	0.575964	0.765819	2.463591	0.00484627	0.0331025	0.00744153	8.24897e-05	0.0426329	0.0173751	0.00379503	0.0262882	0.0124908	0.00980104	0.00883342	0.00926576	0.0133314	0.00108434	0.0169785	0.00624941	0.010265	0.0141958	0.0258475	0.00097878	0.000318165	0.00851046	0.00114298	0.00975513	0.0142654	0.0100781	0.0473841	0.00369084	0.000155728	0.00190446	0.0145132	0.0182786	0.0258544	0.00278636	0.000900397	0.00223693	0.000748705	0.00462157	0.016029	0.00147966	0.00677142	0.0343468	0.0657926	0.002631	0.000996637	0.0127759	0.0169149	0.00599905	0.0036447	0.00260197	0.281117	0.165961	0.55032	0.0831976	0.297396	0.685	1.45985	3.36252	12.0196	1.797938	0.00808503	0.0552249	0.0124147	0.000137618	0.0711244	0.0289869	0.00633124	0.0438566	0.0208384	0.0163511	0.0147368	0.0154581	0.0222407	0.001809	0.0283253	0.0104259	0.0171252	0.0236829	0.0431214	0.0016329	0.000530794	0.014198	0.00190684	0.0162745	0.023799	0.0168133	0.0790509	0.00615742	0.000259801	0.00317721	0.0242123	0.0304941	0.0431329	0.00464848	0.00150213	0.00373186	0.00124906	0.00771016	0.0267411	0.00246852	0.0112968	0.0573008	0.109762	0.0043893	0.00166269	0.0213141	0.028219	0.0100082	0.00608045	0.5994131
2340	-258.1479	-321.87	63.7221	0.402	0.474629	0.52537	0.598002	20.66125	0.00299241	0.00651109	0.000344982	0.000102679	0.0265498	0.0133321	0.000118414	0.00854225	0.0067344	0.00880966	0.00158613	0.0148421	0.0071959	0.00243415	0.0256269	0.00662691	0.000211436	0.0154415	0.00117285	0.00225046	0.000835413	0.000817768	0.00327008	0.00215086	0.0132836	0.00278659	0.00660146	0.00304293	0.00755816	0.00317217	0.00654803	0.00429085	0.0317257	0.00822948	0.00647216	0.000131532	0.00151256	0.002523	0.00267188	0.0091579	0.00335879	0.0158087	0.0643527	0.00383957	0.00663951	0.0122049	0.00559662	0.0270252	0.00160433	0.332192	0.0139401	0.608226	0.0456422	0.0909461	0.310596	0.694344	1.44021	3.21961	10.9955	1.733549	0.00732289	0.0159336	0.000844224	0.00025127	0.0649713	0.0326255	0.000289777	0.0209042	0.0164801	0.0215586	0.00388149	0.036321	0.0176094	0.00595673	0.0627128	0.016217	0.000517415	0.0377877	0.00287014	0.00550722	0.00204438	0.0020012	0.00800239	0.00526348	0.0325071	0.0068192	0.0161548	0.0074465	0.018496	0.00776277	0.016024	0.0105003	0.0776376	0.0201388	0.0158384	0.000321878	0.00370147	0.00617416	0.00653849	0.0224108	0.00821946	0.0386862	0.157481	0.00939602	0.0162479	0.0298672	0.0136958	0.0661347	0.00392603	0.4086385
2376	-252.4308	-322.0748	69.64398	0.17011	0.398206	0.601794	0.82989	1.44042	0.028608	0.0204153	0.00529341	0.00673112	0.0204359	0.00648392	0.00179044	0.0246224	0.0132042	0.026555	0.024452	0.0066699	0.0211308	0.00141879	0.00837025	0.0146739	0.0106367	0.016984	0.00160051	0.00255545	0.00105462	0.0116523	0.00125385	0.0031171	0.00826171	0.0100626	0.00383033	0.00271341	0.0035614	0.0310926	0.0315897	0.0797775	0.000378282	0.063547	0.00903576	0.0373451	0.00706019	0.0021737	0.0422171	0.0104172	0.0168221	0.00774252	0.0221791	0.00278896	0.00799907	0.0169848	0.0189946	0.00753462	0.0381551	0.02537	0.000313288	0.334493	0.639823	0.0999465	0.325225	0.704385	1.41968	3.07479	10.0054	1.665315	0.0375446	0.0267926	0.00694696	0.00883379	0.0268197	0.00850936	0.00234973	0.032314	0.017329	0.0348503	0.0320903	0.00875345	0.0277316	0.00186199	0.0109849	0.0192577	0.0139594	0.0222895	0.00210048	0.00335372	0.00138406	0.0152923	0.00164553	0.00409082	0.0108425	0.013206	0.00502684	0.00356102	0.00467391	0.0408053	0.0414577	0.104698	0.000496449	0.0833978	0.0118583	0.0490109	0.00926565	0.00285272	0.0554048	0.0136714	0.022077	0.0101611	0.0291074	0.00366017	0.0104978	0.0222905	0.0249281	0.00988828	0.050074	0.7619745
2412	-248.3664	-319.1683	70.80185	0.00519448	0.207178	0.792822	0.994805	0.2136961	0.0236158	0.0162448	0.000501812	0.00933847	0.00283251	0.00730624	0.00274743	0.0115786	0.0175845	0.00466819	0.0183026	0.0317441	0.0233724	0.000597413	0.03725	0.00727941	0.0140927	0.0136056	0.00350696	0.000618233	0.00625826	0.00742385	0.00219779	0.00474379	0.00699921	0.00784361	0.0108273	0.00586743	0.00126361	0.0282112	0.054731	0.0643811	0.0128915	0.0246815	0.00878098	0.0470858	0.0281091	0.0227288	0.0143365	0.0108097	0.00741694	0.0212216	0.0234543	0.00753138	0.00485991	0.0225773	0.0230461	0.00508095	0.0384723	0.149507	0.171628	0.264587	0.414278	0.110142	0.341002	0.714873	1.39885	2.93253	9.07923	1.595082	0.0306451	0.0210801	0.000651179	0.0121181	0.00367562	0.00948099	0.00356522	0.0150251	0.0228186	0.0060577	0.0237505	0.0411929	0.0303293	0.000775236	0.0483377	0.00944617	0.0182875	0.0176554	0.00455083	0.000802253	0.00812107	0.00963361	0.00285198	0.00615581	0.00908256	0.0101783	0.0140501	0.00761391	0.00163974	0.0366084	0.071022	0.0835446	0.0167288	0.0320281	0.0113947	0.0611011	0.036476	0.0294941	0.0186038	0.0140272	0.00962464	0.0275383	0.0304356	0.00977314	0.00630648	0.0292976	0.0299059	0.00659333	0.0499238	0.7706205
2448	-248.5994	-317.3382	68.73879	0.239939	0.42609	0.573909	0.760062	2.593041	0.0463777	0.0627761	0.0121584	0.0204064	0.0146131	0.00773263	0.00531192	0.0153059	0.0070336	0.0068339	0.00626474	0.00794439	0.0132533	0.00892171	0.0118127	0.00267508	0.0127185	0.0290413	0.0128442	0.000283393	0.000338019	0.00583753	0.00326477	0.0150656	0.00661807	0.00935624	0.00149952	0.0235843	0.00955225	0.0342105	0.0157482	0.0522315	0.0244846	0.0248478	0.0180034	0.0826403	0.0385636	0.00891464	0.0220825	0.00251312	0.0108495	0.0367832	0.041263	0.00350247	0.00848206	0.0114529	0.0206789	0.0103358	0.0366146	0.598885	0.111607	0.205832	0.0836765	0.108375	0.338324	0.713116	1.4023	2.95575	9.22723	1.606774	0.0524856	0.0710436	0.0137597	0.0230939	0.0165376	0.008751	0.00601149	0.0173216	0.00795991	0.00773391	0.0070898	0.00899065	0.0149987	0.0100967	0.0133684	0.00302739	0.0143934	0.032866	0.0145357	0.000320716	0.000382535	0.00660632	0.00369473	0.0170497	0.00748966	0.0105884	0.001697	0.0266903	0.0108103	0.038716	0.0178222	0.0591103	0.0277092	0.0281203	0.0203744	0.0935239	0.0436424	0.0100887	0.0249907	0.0028441	0.0122783	0.0416274	0.0466973	0.00396373	0.00959913	0.0129612	0.0234022	0.011697	0.0414367	0.8836279
2484	-248.9685	-315.994	67.02551	0.325434	0.453379	0.54662	0.674567	6.251395	0.0127325	0.0207307	0.0164259	0.000799278	0.032141	0.0154698	0.00276136	0.0124966	0.00479365	0.00107451	0.00750122	0.0103455	0.0106187	0.00212165	0.0215985	0.00516957	0.00312267	0.0160403	0.00586079	0.00396943	0.00158179	0.000424395	0.0110328	0.00309303	4.22524e-05	0.00941255	0.00250488	0.0177395	0.00509619	0.00170714	0.0162058	0.0169442	0.00499794	0.0179796	0.0173852	0.0871141	0.00331703	0.0040819	0.00277929	0.0256061	0.00384846	0.0198785	0.0203291	0.00133096	0.0243046	0.014322	0.00283325	0.000882561	0.0240399	0.387159	0.0241265	0.0580464	0.530668	0.0899238	0.308889	0.693151	1.44269	3.23741	11.1205	1.741723	0.0224722	0.0365886	0.0289909	0.00141068	0.0567272	0.0273034	0.00487366	0.0220559	0.00846055	0.00189645	0.0132393	0.0182593	0.0187415	0.0037446	0.0381202	0.00912402	0.00551135	0.0283103	0.010344	0.00700584	0.00279179	0.000749035	0.0194724	0.00545904	7.45732e-05	0.0166127	0.00442099	0.0313093	0.00899452	0.00301301	0.0286025	0.0299057	0.0088211	0.0317331	0.030684	0.153752	0.00585438	0.00720433	0.00490531	0.0451935	0.00679234	0.0350845	0.0358797	0.00234907	0.0428964	0.0252775	0.00500054	0.00155767	0.0424292	0.5665889
2520	-250.5592	-321.0525	70.49333	0.0683712	0.333415	0.666585	0.931629	0.607599	0.0300103	0.166098	0.0839221	0.0134046	0.060937	0.0216051	0.0029961	0.0276471	0.0179166	0.000264713	0.00983762	0.0083954	0.0427353	0.00383328	0.0255053	0.0095948	0.0210473	0.0263898	0.0142788	0.00969405	0.0101031	0.0167442	0.0231833	0.000866513	0.00840059	0.00814856	0.00620544	0.0511725	0.00688455	0.0116959	0.0148646	0.0420784	0.00767836	0.00581145	0.0346407	0.144055	0.0157564	0.0111534	0.0142349	0.0139657	0.00379104	0.022563	0.0298258	0.0124405	0.0803558	0.010897	0.076465	0.00867393	0.0264359	0.0124219	0.186323	0.72363	0.0776246	0.225541	0.483689	0.797243	1.25432	2.06744	4.43379	1.076833	0.022818	0.126291	0.0638092	0.010192	0.0463327	0.0164271	0.00227805	0.0210211	0.0136227	0.000201271	0.00747991	0.00638334	0.0324933	0.00291459	0.0193926	0.00729528	0.016003	0.0200651	0.0108567	0.00737075	0.00768179	0.0127312	0.0176271	0.000658843	0.00638728	0.00619566	0.00471823	0.0389084	0.00523458	0.0088928	0.0113021	0.0319938	0.00583815	0.00441867	0.0263386	0.109531	0.0119802	0.00848038	0.0108233	0.0106187	0.00288247	0.0171555	0.0226777	0.00945897	0.0610975	0.00828537	0.0581392	0.00659512	0.0201002	1.315205
2556	-240.958	-310.6573	69.69932	0.141111	0.383958	0.616042	0.858889	1.140048	0.00545491	0.0393471	0.00451302	0.00257383	0.00604595	0.0078697	0.00147831	0.0104752	0.0039797	0.0157881	0.00462261	0.00127914	0.012351	0.00076801	0.0212028	0.00498047	0.030168	0.0077257	0.00522185	5.08394e-05	0.00124166	0.0050083	0.00173318	0.00121251	0.00219824	0.00242737	0.00108879	0.0153749	0.00208094	0.00350705	0.00475409	0.0350391	0.0067445	0.000495013	0.00738089	0.0425717	0.00587946	0.00101842	0.0275941	0.00262326	0.00253403	0.00946817	0.0149015	0.00124478	0.0113738	0.0047618	0.00527018	0.00124105	0.0217471	0.193869	0.474857	0.00723094	0.324043	0.0649331	0.263534	0.659647	1.51596	3.79458	15.4005	1.977158	0.0127329	0.091844	0.0105343	0.00600784	0.0141125	0.0183695	0.00345066	0.0244512	0.00928941	0.0368526	0.0107901	0.00298578	0.0288297	0.00179269	0.0494916	0.0116254	0.0704181	0.0180333	0.0121888	0.000118669	0.00289827	0.0116904	0.0040456	0.00283025	0.00513114	0.00566596	0.00254146	0.0358882	0.00485732	0.00818616	0.011097	0.0817883	0.015743	0.00115546	0.0172285	0.0993709	0.0137239	0.00237719	0.0644102	0.00612323	0.00591494	0.0221006	0.034783	0.00290558	0.0265487	0.011115	0.0123017	0.00289685	0.0507621	0.4284121
